"","fiscal_year","encounter_count"
"3956",2020,14
"3957",2020,131
"3958",2020,4
"3959",2020,39
"3960",2020,3
"3961",2020,11
"3962",2020,5
"3963",2020,5
"3964",2020,4
"3965",2020,7
"3966",2020,217
"3967",2020,228
"3968",2020,59
"3969",2020,19
"3970",2020,534
"3971",2020,32
"3972",2020,1009
"3973",2020,55
"3974",2020,9
"3975",2020,1729
"3976",2020,79
"3977",2020,5
"3978",2020,12303
"3979",2020,1130
"3980",2020,30
"3981",2020,21
"3982",2020,8
"3983",2020,42
"3984",2020,4
"3985",2020,3
"3986",2020,1
"3987",2020,4
"3988",2020,2
"3989",2020,2
"3990",2020,7
"3991",2020,2
"3992",2020,2
"3993",2020,1
"3994",2020,6
"3995",2020,71
"3996",2020,10
"3997",2020,164
"3998",2020,29
"3999",2020,266
"4000",2020,59
"4001",2020,761
"4002",2020,22
"4003",2020,3
"4004",2020,1
"4005",2020,7
"4006",2020,2
"4007",2020,1
"4008",2020,1
"4009",2020,2
"4010",2020,2
"4011",2020,34
"4012",2020,11
"4013",2020,1
"4014",2020,4
"4015",2020,2
"4016",2020,28
"4017",2020,1
"4018",2020,77
"4019",2020,4
"4020",2020,5
"4021",2020,6
"4022",2020,1
"4023",2020,1
"4024",2020,6
"4025",2020,5
"4026",2020,3
"4027",2020,88
"4028",2020,1
"4029",2020,1
"4030",2020,7
"4031",2020,4
"4032",2020,13
"4033",2020,1
"4034",2020,2
"4035",2020,8
"4036",2020,5
"4037",2020,2
"4038",2020,1
"4039",2020,0
"4040",2020,2
"4041",2020,13
"4042",2020,2
"4043",2020,0
"4044",2020,2
"4045",2020,0
"4046",2020,1
"4047",2020,3
"4048",2020,1
"4049",2020,2
"4050",2020,0
"4051",2020,9
"4052",2020,1
"4053",2020,1
"4054",2020,1
"4055",2020,1
"4056",2020,0
"4057",2020,2
"4058",2020,0
"4059",2020,17
"4060",2020,1
"4061",2020,20
"4062",2020,1
"4063",2020,2
"4064",2020,39
"4065",2020,175
"4066",2020,6
"4067",2020,3
"4068",2020,3
"4069",2020,1
"4070",2020,9
"4071",2020,1
"4072",2020,14
"4073",2020,13
"4074",2020,2
"4075",2020,17
"4076",2020,53
"4077",2020,2
"4078",2020,4
"4079",2020,2
"4080",2020,1
"4081",2020,1
"4082",2020,0
"4083",2020,1
"4084",2020,1
"4085",2020,0
"4086",2020,1
"4087",2020,2
"4088",2020,1
"4089",2020,3
"4090",2020,4
"4091",2020,76
"4092",2020,5
"4093",2020,1
"4094",2020,1
"4095",2020,2
"4096",2020,1
"4097",2020,1
"4098",2020,2
"4099",2020,5
"4100",2020,7
"4101",2020,3
"4102",2020,35
"4103",2020,1
"4104",2020,1
"4105",2020,1
"4106",2020,1
"4107",2020,3
"4108",2020,9
"4109",2020,1
"4110",2020,6
"4111",2020,2
"4112",2020,3
"4113",2020,8
"4114",2020,49
"4115",2020,23
"4116",2020,59
"4117",2020,91
"4118",2020,65
"4119",2020,25
"4120",2020,32
"4121",2020,47
"4122",2020,19
"4123",2020,4
"4124",2020,96
"4125",2020,2
"4126",2020,6
"4127",2020,11
"4128",2020,1
"4129",2020,27
"4130",2020,2
"4131",2020,2
"4132",2020,5
"4133",2020,1
"4134",2020,5
"4135",2020,170
"4136",2020,95
"4137",2020,25
"4138",2020,303
"4139",2020,608
"4140",2020,9
"4141",2020,51
"4142",2020,23
"4143",2020,178
"4144",2020,1
"4145",2020,1
"4146",2020,3
"4147",2020,6
"4148",2020,1
"4149",2020,241
"4150",2020,4
"4151",2020,1
"4152",2020,6
"4153",2020,45
"4154",2020,1
"4155",2020,1
"4156",2020,2
"4157",2020,1
"4158",2020,1
"4159",2020,4
"4160",2020,1
"4161",2020,1
"4162",2020,1
"4163",2020,19
"4164",2020,5
"4165",2020,28
"4166",2020,2
"4167",2020,3
"4168",2020,10
"4169",2020,3
"4170",2020,22
"4171",2020,24
"4172",2020,2
"4173",2020,27
"4174",2020,7
"4175",2020,15
"4176",2020,7
"4177",2020,62
"4178",2020,83
"4179",2020,27
"4180",2020,25
"4181",2020,14
"4182",2020,260
"4183",2020,9
"4184",2020,315
"4185",2020,8
"4186",2020,21
"4187",2020,10
"4188",2020,96
"4189",2020,20
"4190",2020,1
"4191",2020,1
"4192",2020,1
"4193",2020,2
"4194",2020,2
"4195",2020,43
"4196",2020,2
"4197",2020,2
"4198",2020,1
"4199",2020,24
"4200",2020,1
"4201",2020,32
"4202",2020,48
"4203",2020,12
"4204",2020,10
"4205",2020,1
"4206",2020,1
"4207",2020,2
"4208",2020,3
"4209",2020,10
"4210",2020,43
"4211",2020,30
"4212",2020,5
"4213",2020,5
"4214",2020,3
"4215",2020,2
"4216",2020,1
"4217",2020,1
"4218",2020,13
"4219",2020,485
"4220",2020,1
"4221",2020,463
"4222",2020,4
"4223",2020,92
"4224",2020,358
"4225",2020,1434
"4226",2020,15
"4227",2020,202
"4228",2020,72
"4229",2020,168
"4230",2020,1
"4231",2020,3
"4232",2020,1
"4233",2020,1
"4234",2020,20
"4235",2020,2
"4236",2020,1
"4237",2020,1
"4238",2020,3
"4239",2020,15
"4240",2020,1
"4241",2020,2
"4242",2020,1
"4243",2020,1
"4244",2020,1
"4245",2020,1
"4246",2020,21
"4247",2020,2
"4248",2020,1
"4249",2020,3
"4250",2020,1
"4251",2020,6
"4252",2020,18
"4253",2020,1
"4254",2020,18
"4255",2020,18
"4256",2020,1
"4257",2020,59
"4258",2020,8
"4259",2020,1
"4260",2020,1
"4261",2020,28
"4262",2020,78
"4263",2020,18
"4264",2020,9
"4265",2020,36
"4266",2020,1
"4267",2020,3
"4268",2020,1
"4269",2020,6
"4270",2020,21
"4271",2020,2
"4272",2020,1
"4273",2020,21
"4274",2020,1
"4275",2020,1
"4276",2020,1
"4277",2020,1
"4278",2020,1
"4279",2020,5
"4280",2020,2
"4281",2020,40
"4282",2020,5
"4283",2020,1
"4284",2020,3
"4285",2020,2
"4286",2020,23
"4287",2020,1
"4288",2020,2
"4289",2020,64
"4290",2020,2
"4291",2020,4
"4292",2020,1
"4293",2020,10
"4294",2020,2
"4295",2020,4
"4296",2020,22
"4297",2020,1
"4298",2020,10
"4299",2020,7
"4300",2020,2
"4301",2020,50
"4302",2020,5
"4303",2020,1
"4304",2020,3
"4305",2020,335
"4306",2020,3
"4307",2020,32
"4308",2020,6
"4309",2020,2
"4310",2020,2
"4311",2020,1279
"4312",2020,244
"4313",2020,108
"4314",2020,929
"4315",2020,29
"4316",2020,2769
"4317",2020,83
"4318",2020,349
"4319",2020,108
"4320",2020,361
"4321",2020,5
"4322",2020,3
"4323",2020,1
"4324",2020,124
"4325",2020,103
"4326",2020,4
"4327",2020,144
"4328",2020,561
"4329",2020,30
"4330",2020,47
"4331",2020,51
"4332",2020,129
"4333",2020,2
"4334",2020,27
"4335",2020,4
"4336",2020,2
"4337",2020,20
"4338",2020,46
"4339",2020,5
"4340",2020,58
"4341",2020,6
"4342",2020,9
"4343",2020,25
"4344",2020,43
"4345",2020,17
"4346",2020,19
"4347",2020,61
"4348",2020,72
"4349",2020,4
"4350",2020,10
"4351",2020,10
"4352",2020,21
"4353",2020,8
"4354",2020,0
"4355",2020,4
"4356",2020,0
"4357",2020,2
"4358",2020,0
"4359",2020,3
"4360",2020,4
"4361",2020,28
"4362",2020,24
"4363",2020,8
"4364",2020,24
"4365",2020,4
"4366",2020,88
"4367",2020,46
"4368",2020,6
"4369",2020,4
"4370",2020,2
"4371",2020,1
"4372",2020,24
"4373",2020,50
"4374",2020,1
"4375",2020,43
"4376",2020,3
"4377",2020,203
"4378",2020,13
"4379",2020,1
"4380",2020,217
"4381",2020,18
"4382",2020,3
"4383",2020,4127
"4384",2020,506
"4385",2020,7
"4386",2020,68
"4387",2020,4
"4388",2020,1
"4389",2020,1
"4390",2020,0
"4391",2020,1
"4392",2020,49
"4393",2020,1
"4394",2020,17
"4395",2020,3
"4396",2020,2
"4397",2020,218
"4398",2020,12
"4399",2020,2
"4400",2020,3
"4401",2020,0
"4402",2020,2
"4403",2020,2
"4404",2020,7
"4405",2020,7
"4406",2020,42
"4407",2020,12
"4408",2020,2
"4409",2020,169
"4410",2020,15
"4411",2020,4
"4412",2020,7
"4413",2020,7
"4414",2020,14
"4415",2020,1
"4416",2020,2
"4417",2020,2
"4418",2020,4
"4419",2020,1
"4420",2020,2
"4421",2020,16
"4422",2020,5
"4423",2020,38
"4424",2020,3
"4425",2020,29
"4426",2020,6
"4427",2020,14
"4428",2020,3
"4429",2020,72
"4430",2020,2
"4431",2020,4
"4432",2020,7633
"4433",2020,240
"4434",2020,12
"4435",2020,1
"4436",2020,11
"4437",2020,39
"4438",2020,1
"4439",2020,1
"4440",2020,5
"4441",2020,1
"4442",2020,1
"4443",2020,1
"4444",2020,1
"4445",2020,1
"4446",2020,1
"4447",2020,2
"4448",2020,298
"4449",2020,51
"4450",2020,1
"4451",2020,2
"4452",2020,4
"4453",2020,1
"4454",2020,9
"4455",2020,6
"4456",2020,2
"4457",2020,6
"4458",2020,2
"4459",2020,12
"4460",2020,27
"4461",2020,6
"4462",2020,24
"4463",2020,36
"4464",2020,8
"4465",2020,8
"4466",2020,3
"4467",2020,1
"4468",2020,350
"4469",2020,134
"4470",2020,36
"4471",2020,25
"4472",2020,4
"4473",2020,103
"4474",2020,2
"4475",2020,121
"4476",2020,10
"4477",2020,1
"4478",2020,1499
"4479",2020,187
"4480",2020,8
"4481",2020,3
"4482",2020,2
"4483",2020,1
"4484",2020,1
"4485",2020,2
"4486",2020,1
"4487",2020,4
"4488",2020,142
"4489",2020,5
"4490",2020,5
"4491",2020,0
"4492",2020,6
"4493",2020,0
"4494",2020,1
"4495",2020,4
"4496",2020,0
"4497",2020,6
"4498",2020,0
"4499",2020,12
"4500",2020,4
"4501",2020,2
"4502",2020,7
"4503",2020,2
"4504",2020,26
"4505",2020,9
"4506",2020,4
"4507",2020,38
"4508",2020,2
"4509",2020,46
"4510",2020,3
"4511",2020,44
"4512",2020,44
"4513",2020,255
"4514",2020,8
"4515",2020,373
"4516",2020,17
"4517",2020,16
"4518",2020,12
"4519",2020,83
"4520",2020,16
"4521",2020,5
"4522",2020,15
"4523",2020,5
"4524",2020,8
"4525",2020,4
"4526",2020,2
"4527",2020,116
"4528",2020,185
"4529",2020,60
"4530",2020,15
"4531",2020,306
"4532",2020,22
"4533",2020,454
"4534",2020,24
"4535",2020,2
"4536",2020,2
"4537",2020,1139
"4538",2020,50
"4539",2020,4
"4540",2020,10164
"4541",2020,1000
"4542",2020,40
"4543",2020,8
"4544",2020,4
"4545",2020,39
"4546",2020,7
"4547",2020,2
"4548",2020,1
"4549",2020,1
"4550",2020,2
"4551",2020,2
"4552",2020,1
"4553",2020,2
"4554",2020,25
"4555",2020,9
"4556",2020,48
"4557",2020,4
"4558",2020,1
"4559",2020,148
"4560",2020,13
"4561",2020,598
"4562",2020,15
"4563",2020,2
"4564",2020,2
"4565",2020,1
"4566",2020,3
"4567",2020,7
"4568",2020,13
"4569",2020,7
"4570",2020,2
"4571",2020,24
"4572",2020,4
"4573",2020,1
"4574",2020,2
"4575",2020,3
"4576",2020,3
"4577",2020,3
"4578",2020,33
"4579",2020,1
"4580",2020,6
"4581",2020,27
"4582",2020,4
"4583",2020,175
"4584",2020,15
"4585",2020,1
"4586",2020,3
"4587",2020,3
"4588",2020,52
"4589",2020,28
"4590",2020,47
"4591",2020,6
"4592",2020,2
"4593",2020,1
"4594",2020,1
"4595",2020,1
"4596",2020,10
"4597",2020,1
"4598",2020,5
"4599",2020,3
"4600",2020,1
"4601",2020,2
"4602",2020,2
"4603",2020,1
"4604",2020,39
"4605",2020,2
"4606",2020,2
"4607",2020,11
"4608",2020,3
"4609",2020,1
"4610",2020,3
"4611",2020,4
"4612",2020,11
"4613",2020,27
"4614",2020,9
"4615",2020,4
"4616",2020,1
"4617",2020,1
"4618",2020,21
"4619",2020,4
"4620",2020,1
"4621",2020,18
"4622",2020,7
"4623",2020,2
"4624",2020,17
"4625",2020,30
"4626",2020,20
"4627",2020,10
"4628",2020,27
"4629",2020,3
"4630",2020,150
"4631",2020,5
"4632",2020,9
"4633",2020,3
"4634",2020,30
"4635",2020,548
"4636",2020,182
"4637",2020,33
"4638",2020,5
"4639",2020,7
"4640",2020,2
"4641",2020,9
"4642",2020,10
"4643",2020,1
"4644",2020,255
"4645",2020,22
"4646",2020,1
"4647",2020,850
"4648",2020,5
"4649",2020,8
"4650",2020,3
"4651",2020,10
"4652",2020,6
"4653",2020,4
"4654",2020,5
"4655",2020,20
"4656",2020,2
"4657",2020,1
"4658",2020,1
"4659",2020,1
"4660",2020,4
"4661",2020,21
"4662",2020,1
"4663",2020,2
"4664",2020,1
"4665",2020,2
"4666",2020,1
"4667",2020,11
"4668",2020,5
"4669",2020,2
"4670",2020,4
"4671",2020,33
"4672",2020,3
"4673",2020,12
"4674",2020,61
"4675",2020,4
"4676",2020,9
"4677",2020,1
"4678",2020,2
"4679",2020,3
"4680",2020,1
"4681",2020,14
"4682",2020,5
"4683",2020,14
"4684",2020,2
"4685",2020,203
"4686",2020,2
"4687",2020,1
"4688",2020,1
"4689",2020,6
"4690",2020,1
"4691",2020,2
"4692",2020,2
"4693",2020,1
"4694",2020,13
"4695",2020,3
"4696",2020,6
"4697",2020,3
"4698",2020,3
"4699",2020,1
"4700",2020,131
"4701",2020,38
"4702",2020,4
"4703",2020,1
"4704",2020,29
"4705",2020,3
"4706",2020,37
"4707",2020,56
"4708",2020,5
"4709",2020,1
"4710",2020,1
"4711",2020,1
"4712",2020,2
"4713",2020,1
"4714",2020,1
"4715",2020,1
"4716",2020,12
"4717",2020,26
"4718",2020,23
"4719",2020,33
"4720",2020,5
"4721",2020,1
"4722",2020,57
"4723",2020,1
"4724",2020,1
"4725",2020,25
"4726",2020,5
"4727",2020,8
"4728",2020,35
"4729",2020,168
"4730",2020,5
"4731",2020,12
"4732",2020,10
"4733",2020,1
"4734",2020,3
"4735",2020,3
"4736",2020,6
"4737",2020,7
"4738",2020,2
"4739",2020,17
"4740",2020,12
"4741",2020,287
"4742",2020,22
"4743",2020,4
"4744",2020,5
"4745",2020,7
"4746",2020,2
"4747",2020,4
"4748",2020,344
"4749",2020,146
"4750",2020,61
"4751",2020,2
"4752",2020,541
"4753",2020,8
"4754",2020,748
"4755",2020,28
"4756",2020,53
"4757",2020,4
"4758",2020,107
"4759",2020,2
"4760",2020,1
"4761",2020,2
"4762",2020,1
"4763",2020,5
"4764",2020,2
"4765",2020,3
"4766",2020,33
"4767",2020,11
"4768",2020,488
"4769",2020,42
"4770",2020,3
"4771",2020,2
"4772",2020,2
"4773",2020,40
"4774",2020,6
"4775",2020,1
"4776",2020,326
"4777",2020,1
"4778",2020,7
"4779",2020,1
"4780",2020,1
"4781",2020,2
"4782",2020,3
"4783",2020,3
"4784",2020,11
"4785",2020,1
"4786",2020,13
"4787",2020,14
"4788",2020,3
"4789",2020,6
"4790",2020,18
"4791",2020,1
"4792",2020,1
"4793",2020,2
"4794",2020,8
"4795",2020,3
"4796",2020,2
"4797",2020,2
"4798",2020,7
"4799",2020,2
"4800",2020,75
"4801",2020,10
"4802",2020,25
"4803",2020,118
"4804",2020,76
"4805",2020,22
"4806",2020,16
"4807",2020,58
"4808",2020,28
"4809",2020,133
"4810",2020,90
"4811",2020,81
"4812",2020,10
"4813",2020,33
"4814",2020,481
"4815",2020,30
"4816",2020,420
"4817",2020,16
"4818",2020,40
"4819",2020,3
"4820",2020,95
"4821",2020,88
"4822",2020,2
"4823",2020,1
"4824",2020,2
"4825",2020,1
"4826",2020,2
"4827",2020,4
"4828",2020,5
"4829",2020,4
"4830",2020,11
"4831",2020,8
"4832",2020,1
"4833",2020,2
"4834",2020,3
"4835",2020,4
"4836",2020,43
"4837",2020,62
"4838",2020,19
"4839",2020,3
"4840",2020,8
"4841",2020,15
"4842",2020,6
"4843",2020,11
"4844",2020,18
"4845",2020,1
"4846",2020,1
"4847",2020,1
"4848",2020,2
"4849",2020,2
"4850",2020,3
"4851",2020,1
"4852",2020,2
"4853",2020,58
"4854",2020,8
"4855",2020,11
"4856",2020,2
"4857",2020,1
"4858",2020,4
"4859",2020,4
"4860",2020,7
"4861",2020,9
"4862",2020,2
"4863",2020,16
"4864",2020,2
"4865",2020,5
"4866",2020,4
"4867",2020,1
"4868",2020,12
"4869",2020,67
"4870",2020,78
"4871",2020,1
"4872",2020,4
"4873",2020,1
"4874",2020,2
"4875",2020,4
"4876",2020,1
"4877",2020,1
"4878",2020,34
"4879",2020,10
"4880",2020,3
"4881",2020,4
"4882",2020,7
"4883",2020,13
"4884",2020,7
"4885",2020,29
"4886",2020,215
"4887",2020,5
"4888",2020,52
"4889",2020,20
"4890",2020,1
"4891",2020,2
"4892",2020,32
"4893",2020,2
"4894",2020,2
"4895",2020,14
"4896",2020,1
"4897",2020,24
"4898",2020,2
"4899",2020,1
"4900",2020,1
"4901",2020,20
"4902",2020,17
"4903",2020,2
"4904",2020,12
"4905",2020,8
"4906",2020,9
"4907",2020,3
"4908",2020,10
"4909",2020,43
"4910",2020,2
"4911",2020,1
"4912",2020,2
"4913",2020,1
"4914",2020,1
"4915",2020,2
"4916",2020,1
"4917",2020,3
"4918",2020,4
"4919",2020,3
"4920",2020,1
"4921",2020,2
"4922",2020,4
"4923",2020,13
"4924",2020,28
"4925",2020,1
"4926",2020,1
"4927",2020,25
"4928",2020,1
"4929",2020,1
"4930",2020,9
"4931",2020,16
"4932",2020,18
"4933",2020,4
"4934",2020,1
"4935",2020,14
"4936",2020,5
"4937",2020,30
"4938",2020,3
"4939",2020,16
"4940",2020,5
"4941",2020,4
"4942",2020,1
"4943",2020,28
"4944",2020,2
"4945",2020,65
"4946",2020,3
"4947",2020,3
"4948",2020,21
"4949",2020,1
"4950",2020,2
"4951",2020,2
"4952",2020,3
"4953",2020,10
"4954",2020,1
"4955",2020,50
"4956",2020,12
"4957",2020,1
"4958",2020,1
"4959",2020,1
"4960",2020,1
"4961",2020,2
"4962",2020,3
"4963",2020,18
"4964",2020,6
"4965",2020,4
"4966",2020,25
"4967",2020,2
"4968",2020,9
"4969",2020,1
"4970",2020,3
"4971",2020,2
"4972",2020,12
"4973",2020,16
"4974",2020,2
"4975",2020,225
"4976",2020,3
"4977",2020,3
"4978",2020,9
"4979",2020,6
"4980",2020,3
"4981",2020,11
"4982",2020,1
"4983",2020,1
"4984",2020,1
"4985",2020,2
"4986",2020,1
"4987",2020,15
"4988",2020,6
"4989",2020,2
"4990",2020,20
"4991",2020,21
"4992",2020,7
"4993",2020,1
"4994",2020,57
"4995",2020,5
"4996",2020,2
"4997",2020,17
"4998",2020,17
"4999",2020,38
"5000",2020,48
"5001",2020,1
"5002",2020,10
"5003",2020,2
"5004",2020,5
"5005",2020,2
"5006",2020,3
"5007",2020,1
"5008",2020,6
"5009",2020,13
"5010",2020,1
"5011",2020,4
"5012",2020,15
"5013",2020,131
"5014",2020,2
"5015",2020,203
"5016",2020,1
"5017",2020,12
"5018",2020,19
"5019",2020,10
"5020",2020,11
"5021",2020,17
"5022",2020,4
"5023",2020,4
"5024",2020,2
"5025",2020,19
"5026",2020,15
"5027",2020,3
"5028",2020,29
"5029",2020,1
"5030",2020,3
"5031",2020,3
"5032",2020,6
"5033",2020,2
"5034",2020,5
"5035",2020,7
"5036",2020,326
"5037",2020,24
"5038",2020,1
"5039",2020,6
"5040",2020,14
"5041",2020,18
"5042",2020,20
"5043",2020,689
"5044",2020,455
"5045",2020,62
"5046",2020,6
"5047",2020,553
"5048",2020,80
"5049",2020,1441
"5050",2020,39
"5051",2020,93
"5052",2020,42
"5053",2020,176
"5054",2020,26
"5055",2020,3
"5056",2020,1
"5057",2020,155
"5058",2020,1
"5059",2020,9
"5060",2020,3
"5061",2020,52
"5062",2020,226
"5063",2020,16
"5064",2020,6
"5065",2020,37
"5066",2020,3
"5067",2020,2
"5068",2020,3
"5069",2020,16
"5070",2020,18
"5071",2020,2
"5072",2020,42
"5073",2020,49
"5074",2020,2
"5075",2020,3
"5076",2020,7
"5077",2020,26
"5078",2020,5
"5079",2020,41
"5080",2020,13
"5081",2020,12
"5082",2020,27
"5083",2020,61
"5084",2020,80
"5085",2020,1
"5086",2020,1
"5087",2020,1
"5088",2020,18
"5089",2020,23
"5090",2020,49
"5091",2020,4
"5092",2020,50
"5093",2020,11
"5094",2020,24
"5095",2020,43
"5096",2020,133
"5097",2020,18
"5098",2020,116
"5099",2020,86
"5100",2020,25
"5101",2020,402
"5102",2020,4
"5103",2020,2
"5104",2020,13
"5105",2020,3
"5106",2020,66
"5107",2020,3
"5108",2020,12
"5109",2020,2
"5110",2020,52
"5111",2020,6
"5112",2020,99
"5113",2020,18
"5114",2020,32
"5115",2020,247
"5116",2020,478
"5117",2020,2
"5118",2020,69
"5119",2020,151
"5120",2020,11
"5121",2020,929
"5122",2020,2355
"5123",2020,1
"5124",2020,15
"5125",2020,4
"5126",2020,8
"5127",2020,1
"5128",2020,3
"5129",2020,23
"5130",2020,14
"5131",2020,1
"5132",2020,7
"5133",2020,46
"5134",2020,245
"5135",2020,2
"5136",2020,29
"5137",2020,73
"5138",2020,224
"5139",2020,5
"5140",2020,1
"5141",2020,51
"5142",2020,3
"5143",2020,5
"5144",2020,4
"5145",2020,33
"5146",2020,2
"5147",2020,14
"5148",2020,3
"5149",2020,450
"5150",2020,7
"5151",2020,53
"5152",2020,14
"5153",2020,46
"5154",2020,266
"5155",2020,8
"5156",2020,1
"5157",2020,98
"5158",2020,3
"5159",2020,28
"5160",2020,3
"5161",2020,4
"5162",2020,5
"5163",2020,3
"5164",2020,2
"5165",2020,11
"5166",2020,1
"5167",2020,10
"5168",2020,12
"5169",2020,24
"5170",2020,8
"5171",2020,36
"5172",2020,15
"5173",2020,80
"5174",2020,1
"5175",2020,22
"5176",2020,17
"5177",2020,47
"5178",2020,26
"5179",2020,1411
"5180",2020,4747
"5181",2020,9
"5182",2020,106
"5183",2020,10
"5184",2020,1
"5185",2020,6
"5186",2020,2
"5187",2020,4
"5188",2020,1
"5189",2020,10
"5190",2020,15
"5191",2020,4
"5192",2020,29
"5193",2020,40
"5194",2020,349
"5195",2020,4
"5196",2020,2
"5197",2020,4
"5198",2020,11
"5199",2020,4
"5200",2020,13
"5201",2020,12
"5202",2020,4
"5203",2020,19
"5204",2020,3
"5205",2020,1
"5206",2020,12
"5207",2020,2
"5208",2020,1
"5209",2020,63
"5210",2020,42
"5211",2020,146
"5212",2020,10
"5213",2020,37
"5214",2020,50
"5215",2020,79
"5216",2020,26
"5217",2020,76
"5218",2020,1
"5219",2020,200
"5220",2020,506
"5221",2020,3
"5222",2020,6
"5223",2020,1
"5224",2020,2
"5225",2020,7
"5226",2020,1
"5227",2020,2
"5228",2020,1
"5229",2020,15
"5230",2020,1
"5231",2020,2
"5232",2020,12
"5233",2020,34
"5234",2020,14
"5235",2020,1
"5236",2020,189
"5237",2020,3
"5238",2020,48
"5239",2020,12
"5240",2020,77
"5241",2020,69
"5242",2020,180
"5243",2020,83
"5244",2020,266
"5245",2020,97
"5246",2020,123
"5247",2020,452
"5248",2020,42
"5249",2020,593
"5250",2020,18
"5251",2020,80
"5252",2020,6
"5253",2020,10
"5254",2020,42
"5255",2020,2
"5256",2020,43
"5257",2020,3
"5258",2020,29
"5259",2020,20
"5260",2020,6
"5261",2020,192
"5262",2020,86
"5263",2020,742
"5264",2020,208
"5265",2020,501
"5266",2020,471
"5267",2020,1341
"5268",2020,3
"5269",2020,8
"5270",2020,556
"5271",2020,1117
"5272",2020,2
"5273",2020,14
"5274",2020,1785
"5275",2020,6650
"5276",2020,11
"5277",2020,133
"5278",2020,2
"5279",2020,153
"5280",2020,49
"5281",2020,1
"5282",2020,3
"5283",2020,1
"5284",2020,12
"5285",2020,1
"5286",2020,23
"5287",2020,1
"5288",2020,60
"5289",2020,18
"5290",2020,227
"5291",2020,122
"5292",2020,570
"5293",2020,46
"5294",2020,426
"5295",2020,102
"5296",2020,461
"5297",2020,13
"5298",2020,6
"5299",2020,1
"5300",2020,1
"5301",2020,0
"5302",2020,7
"5303",2020,0
"5304",2020,5
"5305",2020,8
"5306",2020,2
"5307",2020,1
"5308",2020,2
"5309",2020,1
"5310",2020,60
"5311",2020,5
"5312",2020,3
"5313",2020,6
"5314",2020,1
"5315",2020,7
"5316",2020,3
"5317",2020,2
"5318",2020,1
"5319",2020,1
"5320",2020,1
"5321",2020,1
"5322",2020,1
"5323",2020,1
"5324",2020,1
"5325",2020,10
"5326",2020,1
"5327",2020,0
"5328",2020,1
"5329",2020,2
"5330",2020,1
"5331",2020,1
"5332",2020,0
"5333",2020,1
"5334",2020,11
"5335",2020,1
"5336",2020,1
"5337",2020,2
"5338",2020,1
"5339",2020,0
"5340",2020,2
"5341",2020,0
"5342",2020,10
"5343",2020,2
"5344",2020,13
"5345",2020,1
"5346",2020,1
"5347",2020,8
"5348",2020,89
"5349",2020,1
"5350",2020,2
"5351",2020,2
"5352",2020,2
"5353",2020,2
"5354",2020,5
"5355",2020,10
"5356",2020,2
"5357",2020,1
"5358",2020,3
"5359",2020,10
"5360",2020,3
"5361",2020,1
"5362",2020,24
"5363",2020,1
"5364",2020,2
"5365",2020,1
"5366",2020,1
"5367",2020,2
"5368",2020,21
"5369",2020,3
"5370",2020,1
"5371",2020,1
"5372",2020,3
"5373",2020,1
"5374",2020,4
"5375",2020,3
"5376",2020,3
"5377",2020,4
"5378",2020,2
"5379",2020,27
"5380",2020,1
"5381",2020,2
"5382",2020,3
"5383",2020,2
"5384",2020,2
"5385",2020,9
"5386",2020,5
"5387",2020,4
"5388",2020,1
"5389",2020,1
"5390",2020,1
"5391",2020,21
"5392",2020,28
"5393",2020,47
"5394",2020,49
"5395",2020,89
"5396",2020,3
"5397",2020,33
"5398",2020,21
"5399",2020,36
"5400",2020,1
"5401",2020,13
"5402",2020,1
"5403",2020,1
"5404",2020,10
"5405",2020,60
"5406",2020,1
"5407",2020,8
"5408",2020,3
"5409",2020,2
"5410",2020,22
"5411",2020,119
"5412",2020,2
"5413",2020,3
"5414",2020,37
"5415",2020,357
"5416",2020,41
"5417",2020,37
"5418",2020,13
"5419",2020,427
"5420",2020,30
"5421",2020,426
"5422",2020,15
"5423",2020,52
"5424",2020,18
"5425",2020,135
"5426",2020,2
"5427",2020,136
"5428",2020,8
"5429",2020,1
"5430",2020,5
"5431",2020,25
"5432",2020,2
"5433",2020,18
"5434",2020,5
"5435",2020,49
"5436",2020,1
"5437",2020,14
"5438",2020,2
"5439",2020,1
"5440",2020,27
"5441",2020,1
"5442",2020,81
"5443",2020,12
"5444",2020,4
"5445",2020,19
"5446",2020,8
"5447",2020,29
"5448",2020,9
"5449",2020,101
"5450",2020,37
"5451",2020,18
"5452",2020,17
"5453",2020,32
"5454",2020,354
"5455",2020,16
"5456",2020,438
"5457",2020,8
"5458",2020,21
"5459",2020,14
"5460",2020,81
"5461",2020,28
"5462",2020,1
"5463",2020,1
"5464",2020,12
"5465",2020,1
"5466",2020,3
"5467",2020,6
"5468",2020,18
"5469",2020,39
"5470",2020,58
"5471",2020,19
"5472",2020,22
"5473",2020,1
"5474",2020,1
"5475",2020,43
"5476",2020,5
"5477",2020,5
"5478",2020,32
"5479",2020,24
"5480",2020,2
"5481",2020,11
"5482",2020,11
"5483",2020,3
"5484",2020,13
"5485",2020,183
"5486",2020,1
"5487",2020,231
"5488",2020,3
"5489",2020,34
"5490",2020,239
"5491",2020,917
"5492",2020,34
"5493",2020,104
"5494",2020,17
"5495",2020,116
"5496",2020,12
"5497",2020,1
"5498",2020,2
"5499",2020,4
"5500",2020,1
"5501",2020,1
"5502",2020,3
"5503",2020,1
"5504",2020,4
"5505",2020,1
"5506",2020,1
