"","fiscal_year","encounter_count"
"27899",2022,701
"27900",2022,1
"27901",2022,89
"27902",2022,9
"27903",2022,642
"27904",2022,48
"27905",2022,8
"27906",2022,761
"27907",2022,4
"27908",2022,110
"27909",2022,174
"27910",2022,8
"27911",2022,6
"27912",2022,14
"27913",2022,44
"27914",2022,8
"27915",2022,2
"27916",2022,489
"27917",2022,3
"27918",2022,9
"27919",2022,4
"27920",2022,2
"27921",2022,4
"27922",2022,2
"27923",2022,2
"27924",2022,2
"27925",2022,26
"27926",2022,50
"27927",2022,21
"27928",2022,178
"27929",2022,9
"27930",2022,3
"27931",2022,2
"27932",2022,4
"27933",2022,216
"27934",2022,1
"27935",2022,1
"27936",2022,162
"27937",2022,8
"27938",2022,1
"27939",2022,1
"27940",2022,102
"27941",2022,216
"27942",2022,465
"27943",2022,8
"27944",2022,1876
"27945",2022,12
"27946",2022,646
"27947",2022,11
"27948",2022,1
"27949",2022,5196
"27950",2022,122
"27951",2022,36
"27952",2022,28
"27953",2022,3
"27954",2022,95
"27955",2022,1
"27956",2022,1
"27957",2022,1
"27958",2022,5
"27959",2022,2
"27960",2022,31
"27961",2022,3
"27962",2022,148
"27963",2022,1
"27964",2022,1
"27965",2022,1
"27966",2022,69
"27967",2022,12
"27968",2022,1
"27969",2022,4
"27970",2022,40
"27971",2022,4
"27972",2022,3
"27973",2022,244
"27974",2022,7
"27975",2022,503
"27976",2022,100
"27977",2022,1265
"27978",2022,2651
"27979",2022,3051
"27980",2022,607
"27981",2022,44
"27982",2022,117
"27983",2022,5833
"27984",2022,4285
"27985",2022,945
"27986",2022,113
"27987",2022,2
"27988",2022,1923
"27989",2022,20
"27990",2022,280
"27991",2022,4
"27992",2022,247
"27993",2022,74
"27994",2022,46
"27995",2022,1
"27996",2022,3480
"27997",2022,45
"27998",2022,42
"27999",2022,2
"28000",2022,1
"28001",2022,29
"28002",2022,48
"28003",2022,308
"28004",2022,25
"28005",2022,1819
"28006",2022,47
"28007",2022,180
"28008",2022,3115
"28009",2022,195
"28010",2022,5875
"28011",2022,223
"28012",2022,23
"28013",2022,39
"28014",2022,6692
"28015",2022,484
"28016",2022,1
"28017",2022,5
"28018",2022,24280
"28019",2022,1494
"28020",2022,8
"28021",2022,5070
"28022",2022,14
"28023",2022,333
"28024",2022,21
"28025",2022,151
"28026",2022,1
"28027",2022,16
"28028",2022,1
"28029",2022,4
"28030",2022,1
"28031",2022,344
"28032",2022,4
"28033",2022,3989
"28034",2022,12
"28035",2022,1
"28036",2022,13
"28037",2022,1603
"28038",2022,3523
"28039",2022,1
"28040",2022,3061
"28041",2022,1186
"28042",2022,191
"28043",2022,10
"28044",2022,9
"28045",2022,2
"28046",2022,9
"28047",2022,47
"28048",2022,4
"28049",2022,1
"28050",2022,3
"28051",2022,4
"28052",2022,2
"28053",2022,3
"28054",2022,2
"28055",2022,9
"28056",2022,1
"28057",2022,1
"28058",2022,2
"28059",2022,3
"28060",2022,10
"28061",2022,11
"28062",2022,11
"28063",2022,13
"28064",2022,17
"28065",2022,3
"28066",2022,116
"28067",2022,7
"28068",2022,4
"28069",2022,1
"28070",2022,6
"28071",2022,27
"28072",2022,122
"28073",2022,1
"28074",2022,11
"28075",2022,4
"28076",2022,15
"28077",2022,16
"28078",2022,5
"28079",2022,2
"28080",2022,2
"28081",2022,7
"28082",2022,72
"28083",2022,5
"28084",2022,27
"28085",2022,6
"28086",2022,21
"28087",2022,277
"28088",2022,1
"28089",2022,1
"28090",2022,61
"28091",2022,1
"28092",2022,2
"28093",2022,2
"28094",2022,5
"28095",2022,1
"28096",2022,2
"28097",2022,4
"28098",2022,18
"28099",2022,2
"28100",2022,23
"28101",2022,1
"28102",2022,17
"28103",2022,4
"28104",2022,3
"28105",2022,3
"28106",2022,1
"28107",2022,2
"28108",2022,418
"28109",2022,32
"28110",2022,8
"28111",2022,2
"28112",2022,4
"28113",2022,5
"28114",2022,9
"28115",2022,3
"28116",2022,2
"28117",2022,309
"28118",2022,40
"28119",2022,125
"28120",2022,59
"28121",2022,2
"28122",2022,1
"28123",2022,2
"28124",2022,6
"28125",2022,3
"28126",2022,1
"28127",2022,6
"28128",2022,11
"28129",2022,20
"28130",2022,4
"28131",2022,2
"28132",2022,9
"28133",2022,1
"28134",2022,7
"28135",2022,24
"28136",2022,46
"28137",2022,4
"28138",2022,25
"28139",2022,3
"28140",2022,4
"28141",2022,1
"28142",2022,2
"28143",2022,146
"28144",2022,21
"28145",2022,2
"28146",2022,1
"28147",2022,1
"28148",2022,109
"28149",2022,13
"28150",2022,1
"28151",2022,53
"28152",2022,16
"28153",2022,2
"28154",2022,3
"28155",2022,13
"28156",2022,2
"28157",2022,1
"28158",2022,75
"28159",2022,24
"28160",2022,1
"28161",2022,2
"28162",2022,2
"28163",2022,48
"28164",2022,4
"28165",2022,34
"28166",2022,7
"28167",2022,1
"28168",2022,1
"28169",2022,8
"28170",2022,1
"28171",2022,33
"28172",2022,16
"28173",2022,6
"28174",2022,1
"28175",2022,24
"28176",2022,5
"28177",2022,5
"28178",2022,1
"28179",2022,37
"28180",2022,1
"28181",2022,6
"28182",2022,133
"28183",2022,7
"28184",2022,7
"28185",2022,1
"28186",2022,1
"28187",2022,52
"28188",2022,159
"28189",2022,32
"28190",2022,57
"28191",2022,15
"28192",2022,2
"28193",2022,6
"28194",2022,2
"28195",2022,3
"28196",2022,80
"28197",2022,73
"28198",2022,409
"28199",2022,9
"28200",2022,5
"28201",2022,1
"28202",2022,11
"28203",2022,4
"28204",2022,39
"28205",2022,46
"28206",2022,196
"28207",2022,1476
"28208",2022,171
"28209",2022,193
"28210",2022,61
"28211",2022,74
"28212",2022,33
"28213",2022,13
"28214",2022,3
"28215",2022,19
"28216",2022,12
"28217",2022,5
"28218",2022,31
"28219",2022,8
"28220",2022,17
"28221",2022,3
"28222",2022,7
"28223",2022,1141
"28224",2022,1131
"28225",2022,65
"28226",2022,174
"28227",2022,1
"28228",2022,3
"28229",2022,11
"28230",2022,1004
"28231",2022,1107
"28232",2022,5
"28233",2022,6
"28234",2022,55
"28235",2022,24
"28236",2022,11
"28237",2022,10
"28238",2022,7
"28239",2022,7
"28240",2022,7
"28241",2022,11
"28242",2022,23
"28243",2022,22
"28244",2022,4
"28245",2022,8
"28246",2022,1
"28247",2022,1
"28248",2022,1
"28249",2022,2
"28250",2022,1
"28251",2022,2
"28252",2022,4
"28253",2022,4
"28254",2022,3
"28255",2022,1
"28256",2022,1
"28257",2022,1
"28258",2022,1
"28259",2022,14
"28260",2022,52
"28261",2022,38
"28262",2022,5
"28263",2022,17
"28264",2022,27
"28265",2022,141
"28266",2022,2
"28267",2022,2
"28268",2022,13
"28269",2022,317
"28270",2022,1
"28271",2022,9
"28272",2022,37
"28273",2022,4
"28274",2022,15
"28275",2022,19
"28276",2022,2
"28277",2022,56
"28278",2022,1
"28279",2022,32
"28280",2022,310
"28281",2022,3
"28282",2022,4
"28283",2022,7
"28284",2022,1
"28285",2022,3
"28286",2022,2
"28287",2022,1
"28288",2022,1
"28289",2022,1
"28290",2022,1
"28291",2022,6
"28292",2022,7
"28293",2022,12
"28294",2022,8
"28295",2022,35
"28296",2022,6
"28297",2022,8
"28298",2022,7
"28299",2022,352
"28300",2022,132
"28301",2022,1
"28302",2022,2
"28303",2022,1
"28304",2022,2
"28305",2022,98
"28306",2022,39
"28307",2022,2
"28308",2022,1
"28309",2022,172
"28310",2022,1
"28311",2022,11
"28312",2022,6
"28313",2022,8
"28314",2022,1
"28315",2022,26
"28316",2022,1
"28317",2022,2
"28318",2022,39
"28319",2022,8
"28320",2022,25
"28321",2022,53
"28322",2022,4
"28323",2022,9
"28324",2022,17
"28325",2022,36
"28326",2022,1
"28327",2022,1
"28328",2022,25
"28329",2022,10
"28330",2022,2
"28331",2022,6
"28332",2022,43
"28333",2022,14
"28334",2022,21
"28335",2022,1
"28336",2022,2
"28337",2022,1
"28338",2022,22
"28339",2022,1
"28340",2022,5
"28341",2022,2
"28342",2022,18
"28343",2022,3
"28344",2022,6
"28345",2022,5
"28346",2022,2
"28347",2022,35
"28348",2022,4
"28349",2022,4
"28350",2022,6
"28351",2022,2
"28352",2022,754
"28353",2022,16
"28354",2022,7
"28355",2022,132
"28356",2022,25
"28357",2022,2
"28358",2022,7
"28359",2022,13
"28360",2022,4
"28361",2022,207
"28362",2022,182
"28363",2022,21
"28364",2022,8
"28365",2022,465
"28366",2022,8
"28367",2022,465
"28368",2022,7
"28369",2022,51
"28370",2022,32
"28371",2022,716
"28372",2022,3
"28373",2022,1
"28374",2022,102
"28375",2022,1
"28376",2022,15
"28377",2022,2
"28378",2022,73
"28379",2022,3
"28380",2022,1
"28381",2022,1
"28382",2022,2
"28383",2022,3
"28384",2022,16
"28385",2022,4
"28386",2022,28
"28387",2022,8
"28388",2022,323
"28389",2022,3
"28390",2022,571
"28391",2022,10
"28392",2022,4
"28393",2022,2
"28394",2022,1
"28395",2022,2
"28396",2022,25
"28397",2022,6
"28398",2022,193
"28399",2022,2
"28400",2022,2
"28401",2022,5
"28402",2022,4
"28403",2022,319
"28404",2022,2
"28405",2022,1
"28406",2022,1
"28407",2022,1
"28408",2022,17
"28409",2022,10
"28410",2022,16
"28411",2022,1
"28412",2022,6
"28413",2022,2
"28414",2022,3
"28415",2022,2
"28416",2022,1
"28417",2022,6
"28418",2022,3
"28419",2022,2
"28420",2022,95
"28421",2022,2
"28422",2022,21
"28423",2022,6
"28424",2022,520
"28425",2022,47
"28426",2022,7
"28427",2022,29
"28428",2022,91
"28429",2022,360
"28430",2022,18
"28431",2022,3
"28432",2022,9
"28433",2022,27
"28434",2022,33
"28435",2022,85
"28436",2022,33
"28437",2022,34
"28438",2022,7
"28439",2022,424
"28440",2022,27
"28441",2022,224
"28442",2022,2
"28443",2022,93
"28444",2022,4
"28445",2022,504
"28446",2022,33
"28447",2022,1
"28448",2022,1
"28449",2022,1
"28450",2022,1
"28451",2022,4
"28452",2022,7
"28453",2022,2
"28454",2022,2
"28455",2022,297
"28456",2022,3
"28457",2022,1
"28458",2022,89
"28459",2022,8
"28460",2022,3
"28461",2022,2
"28462",2022,2
"28463",2022,49
"28464",2022,26
"28465",2022,8
"28466",2022,88
"28467",2022,1
"28468",2022,56
"28469",2022,1
"28470",2022,16
"28471",2022,1
"28472",2022,248
"28473",2022,3
"28474",2022,2
"28475",2022,2
"28476",2022,11
"28477",2022,4
"28478",2022,3
"28479",2022,1
"28480",2022,1
"28481",2022,3
"28482",2022,9
"28483",2022,1
"28484",2022,114
"28485",2022,114
"28486",2022,1
"28487",2022,1
"28488",2022,3
"28489",2022,12
"28490",2022,1
"28491",2022,2
"28492",2022,9
"28493",2022,25
"28494",2022,11
"28495",2022,4
"28496",2022,1725
"28497",2022,25
"28498",2022,4
"28499",2022,2
"28500",2022,4
"28501",2022,1
"28502",2022,4
"28503",2022,21
"28504",2022,81
"28505",2022,1
"28506",2022,132
"28507",2022,6
"28508",2022,3
"28509",2022,6
"28510",2022,7
"28511",2022,1633
"28512",2022,3
"28513",2022,1
"28514",2022,165
"28515",2022,1
"28516",2022,2
"28517",2022,1
"28518",2022,7
"28519",2022,126
"28520",2022,11
"28521",2022,43
"28522",2022,2
"28523",2022,95
"28524",2022,1
"28525",2022,273
"28526",2022,2
"28527",2022,79
"28528",2022,38
"28529",2022,26
"28530",2022,1
"28531",2022,1
"28532",2022,1
"28533",2022,3
"28534",2022,4
"28535",2022,218
"28536",2022,5
"28537",2022,5
"28538",2022,8
"28539",2022,2
"28540",2022,1
"28541",2022,1
"28542",2022,84
"28543",2022,110
"28544",2022,5
"28545",2022,6
"28546",2022,155
"28547",2022,2
"28548",2022,1
"28549",2022,4
"28550",2022,91
"28551",2022,17
"28552",2022,1
"28553",2022,7
"28554",2022,1
"28555",2022,11
"28556",2022,20
"28557",2022,87
"28558",2022,11
"28559",2022,2
"28560",2022,54
"28561",2022,6
"28562",2022,1
"28563",2022,2
"28564",2022,4
"28565",2022,2
"28566",2022,23
"28567",2022,2
"28568",2022,173
"28569",2022,2
"28570",2022,3
"28571",2022,3
"28572",2022,1
"28573",2022,5
"28574",2022,29
"28575",2022,2
"28576",2022,1
"28577",2022,166
"28578",2022,1
"28579",2022,1
"28580",2022,127
"28581",2022,3
"28582",2022,1
"28583",2022,4
"28584",2022,15
"28585",2022,9
"28586",2022,5
"28587",2022,99
"28588",2022,5
"28589",2022,8
"28590",2022,4
"28591",2022,84
"28592",2022,3
"28593",2022,5
"28594",2022,2
"28595",2022,4
"28596",2022,13
"28597",2022,10
"28598",2022,8
"28599",2022,44
"28600",2022,3
"28601",2022,1
"28602",2022,2
"28603",2022,135
"28604",2022,2
"28605",2022,1
"28606",2022,18
"28607",2022,10
"28608",2022,16
"28609",2022,42
"28610",2022,3
"28611",2022,6
"28612",2022,80
"28613",2022,2
"28614",2022,4
"28615",2022,6
"28616",2022,4
"28617",2022,859
"28618",2022,4
"28619",2022,3
"28620",2022,31
"28621",2022,4
"28622",2022,1
"28623",2022,42
"28624",2022,5
"28625",2022,1
"28626",2022,53
"28627",2022,1
"28628",2022,59
"28629",2022,1
"28630",2022,7
"28631",2022,2
"28632",2022,784
"28633",2022,38
"28634",2022,1
"28635",2022,2
"28636",2022,28
"28637",2022,13
"28638",2022,1
"28639",2022,35
"28640",2022,2
"28641",2022,12
"28642",2022,1
"28643",2022,20
"28644",2022,16
"28645",2022,2
"28646",2022,1740
"28647",2022,3
"28648",2022,4
"28649",2022,6
"28650",2022,19
"28651",2022,7
"28652",2022,2
"28653",2022,1
"28654",2022,3
"28655",2022,2
"28656",2022,8
"28657",2022,5
"28658",2022,2
"28659",2022,181
"28660",2022,1
"28661",2022,25
"28662",2022,2
"28663",2022,15
"28664",2022,2
"28665",2022,1760
"28666",2022,1
"28667",2022,1
"28668",2022,24
"28669",2022,9
"28670",2022,2
"28671",2022,12
"28672",2022,14
"28673",2022,1
"28674",2022,1
"28675",2022,13
"28676",2022,1
"28677",2022,269
"28678",2022,11
"28679",2022,1
"28680",2022,5
"28681",2022,1
"28682",2022,5
"28683",2022,20
"28684",2022,1
"28685",2022,152
"28686",2022,31
"28687",2022,1
"28688",2022,134
"28689",2022,1
"28690",2022,1
"28691",2022,3
"28692",2022,45
"28693",2022,1
"28694",2022,1
"28695",2022,92
"28696",2022,146
"28697",2022,1
"28698",2022,69
"28699",2022,46
"28700",2022,59
"28701",2022,1
"28702",2022,9
"28703",2022,2
"28704",2022,1
"28705",2022,14
"28706",2022,18
"28707",2022,26
"28708",2022,14
"28709",2022,13
"28710",2022,99
"28711",2022,6
"28712",2022,55
"28713",2022,3
"28714",2022,9
"28715",2022,12
"28716",2022,2
"28717",2022,28
"28718",2022,9
"28719",2022,11
"28720",2022,13
"28721",2022,7
"28722",2022,1
"28723",2022,86
"28724",2022,1
"28725",2022,1
"28726",2022,11
"28727",2022,29
"28728",2022,24
"28729",2022,43
"28730",2022,80
"28731",2022,31
"28732",2022,16
"28733",2022,1
"28734",2022,2
"28735",2022,1
"28736",2022,1
"28737",2022,1
"28738",2022,1
"28739",2022,4
"28740",2022,14
"28741",2022,3
"28742",2022,4
"28743",2022,3
"28744",2022,191
"28745",2022,3
"28746",2022,35
"28747",2022,10
"28748",2022,545
"28749",2022,65
"28750",2022,9
"28751",2022,7
"28752",2022,2
"28753",2022,15
"28754",2022,38
"28755",2022,1009
"28756",2022,169
"28757",2022,113
"28758",2022,6
"28759",2022,748
"28760",2022,63
"28761",2022,1764
"28762",2022,12
"28763",2022,501
"28764",2022,157
"28765",2022,335
"28766",2022,9
"28767",2022,1
"28768",2022,1
"28769",2022,1
"28770",2022,42
"28771",2022,2
"28772",2022,1
"28773",2022,24
"28774",2022,2
"28775",2022,16
"28776",2022,4
"28777",2022,19
"28778",2022,31
"28779",2022,11
"28780",2022,15
"28781",2022,16
"28782",2022,3
"28783",2022,1
"28784",2022,5
"28785",2022,2
"28786",2022,5
"28787",2022,10
"28788",2022,5
"28789",2022,66
"28790",2022,3
"28791",2022,84
"28792",2022,1
"28793",2022,3
"28794",2022,4
"28795",2022,32
"28796",2022,1
"28797",2022,12
"28798",2022,3
"28799",2022,6
"28800",2022,5
"28801",2022,662
"28802",2022,1
"28803",2022,2
"28804",2022,24
"28805",2022,1
"28806",2022,33
"28807",2022,15
"28808",2022,17
"28809",2022,1
"28810",2022,60
"28811",2022,2
"28812",2022,156
"28813",2022,4
"28814",2022,33
"28815",2022,1
"28816",2022,453
"28817",2022,1
"28818",2022,2
"28819",2022,1
"28820",2022,4
"28821",2022,18
"28822",2022,9
"28823",2022,1
"28824",2022,2
"28825",2022,273
"28826",2022,264
"28827",2022,1851
"28828",2022,2961
"28829",2022,9
"28830",2022,631
"28831",2022,11
"28832",2022,59
"28833",2022,138
"28834",2022,124
"28835",2022,19
"28836",2022,41
"28837",2022,103
"28838",2022,213
"28839",2022,329
"28840",2022,820
"28841",2022,508
"28842",2022,2
"28843",2022,403
"28844",2022,351
"28845",2022,1573
"28846",2022,219
"28847",2022,2
"28848",2022,8
"28849",2022,5
"28850",2022,714
"28851",2022,231
"28852",2022,1
"28853",2022,3
"28854",2022,796
"28855",2022,527
"28856",2022,11
"28857",2022,6488
"28858",2022,66
"28859",2022,193
"28860",2022,53
"28861",2022,62
"28862",2022,2159
"28863",2022,264
"28864",2022,37
"28865",2022,143
"28866",2022,242
"28867",2022,785
"28868",2022,12445
"28869",2022,3183
"28870",2022,3
"28871",2022,10
"28872",2022,1379
"28873",2022,6
"28874",2022,1703
"28875",2022,3
"28876",2022,2300
"28877",2022,1
"28878",2022,133
"28879",2022,4
"28880",2022,3
"28881",2022,51
"28882",2022,1435
"28883",2022,35
"28884",2022,70
"28885",2022,35
"28886",2022,25
"28887",2022,1269
"28888",2022,73
"28889",2022,11
"28890",2022,568
"28891",2022,22
"28892",2022,14
"28893",2022,29
"28894",2022,2
"28895",2022,12
"28896",2022,2
"28897",2022,1
"28898",2022,11
"28899",2022,13
"28900",2022,1
"28901",2022,266
"28902",2022,1
"28903",2022,17
"28904",2022,3
"28905",2022,1632
"28906",2022,16
"28907",2022,690
"28908",2022,187
"28909",2022,8
"28910",2022,149
"28911",2022,36
"28912",2022,64
"28913",2022,2
"28914",2022,540
"28915",2022,21
"28916",2022,276
"28917",2022,351
"28918",2022,264
"28919",2022,1256
"28920",2022,105
"28921",2022,1012
"28922",2022,854
"28923",2022,173
"28924",2022,1184
"28925",2022,8
"28926",2022,57
"28927",2022,164
"28928",2022,2
"28929",2022,288
"28930",2022,596
"28931",2022,983
"28932",2022,16
"28933",2022,1364
"28934",2022,96
"28935",2022,120
"28936",2022,107
"28937",2022,85
"28938",2022,75
"28939",2022,17
"28940",2022,639
"28941",2022,58
"28942",2022,171
"28943",2022,630
"28944",2022,9547
"28945",2022,1219
"28946",2022,8
"28947",2022,664
"28948",2022,4
"28949",2022,2993
"28950",2022,1
"28951",2022,938
"28952",2022,1
"28953",2022,2
"28954",2022,80
"28955",2022,882
"28956",2022,20
"28957",2022,2
"28958",2022,5
"28959",2022,117
"28960",2022,2
"28961",2022,30
"28962",2022,23
"28963",2022,9
"28964",2022,8
"28965",2022,39
"28966",2022,5
"28967",2022,22
"28968",2022,7
"28969",2022,442
"28970",2022,12
"28971",2022,41
"28972",2022,15
"28973",2022,6
"28974",2022,3
"28975",2022,2
"28976",2022,1
"28977",2022,12
"28978",2022,41
"28979",2022,16
"28980",2022,2
"28981",2022,26
"28982",2022,2
"28983",2022,30
"28984",2022,282
"28985",2022,37
"28986",2022,3
"28987",2022,6
"28988",2022,13
"28989",2022,1
"28990",2022,1
"28991",2022,20
"28992",2022,8
"28993",2022,5
"28994",2022,365
"28995",2022,398
"28996",2022,17
"28997",2022,1969
"28998",2022,19
"28999",2022,621
"29000",2022,7
"29001",2022,1
"29002",2022,7667
"29003",2022,207
"29004",2022,7
"29005",2022,1
"29006",2022,48
"29007",2022,9
"29008",2022,2
"29009",2022,8
"29010",2022,1
"29011",2022,9
"29012",2022,3
"29013",2022,64
"29014",2022,6
"29015",2022,264
"29016",2022,1
"29017",2022,3
"29018",2022,1
"29019",2022,1
"29020",2022,1
"29021",2022,87
"29022",2022,29
"29023",2022,2
"29024",2022,622
"29025",2022,6
"29026",2022,2949
"29027",2022,1
"29028",2022,3611
"29029",2022,1
"29030",2022,2515
"29031",2022,384
"29032",2022,887
"29033",2022,921
"29034",2022,380
"29035",2022,1575
"29036",2022,1551
"29037",2022,1684
"29038",2022,6
"29039",2022,997
"29040",2022,1398
"29041",2022,3
"29042",2022,2356
"29043",2022,1
"29044",2022,1150
"29045",2022,1118
"29046",2022,3
"29047",2022,132
"29048",2022,571
"29049",2022,16
"29050",2022,7980
"29051",2022,1
"29052",2022,157
"29053",2022,3
"29054",2022,1
"29055",2022,6
"29056",2022,77
"29057",2022,10
"29058",2022,4050
"29059",2022,49
"29060",2022,10783
"29061",2022,7
"29062",2022,1044
"29063",2022,2419
"29064",2022,399
"29065",2022,4382
"29066",2022,226
"29067",2022,5
"29068",2022,2319
"29069",2022,5934
"29070",2022,758
"29071",2022,1
"29072",2022,16
"29073",2022,18644
"29074",2022,2664
"29075",2022,27
"29076",2022,12814
"29077",2022,16
"29078",2022,1197
"29079",2022,1020
"29080",2022,2
"29081",2022,12
"29082",2022,1
"29083",2022,60
"29084",2022,1022
"29085",2022,8
"29086",2022,31
"29087",2022,23208
"29088",2022,1
"29089",2022,43
"29090",2022,87
"29091",2022,166
"29092",2022,1119
"29093",2022,1
"29094",2022,3087
"29095",2022,4
"29096",2022,2676
"29097",2022,1
"29098",2022,1029
"29099",2022,284
"29100",2022,15
"29101",2022,12
"29102",2022,13
"29103",2022,184
"29104",2023,3
"29105",2023,2
"29106",2023,8
"29107",2023,1
"29108",2023,5
"29109",2023,1
"29110",2023,4
"29111",2023,2
"29112",2023,7
"29113",2023,4
"29114",2023,8
"29115",2023,2
"29116",2023,2
"29117",2023,25
"29118",2023,5
"29119",2023,2
"29120",2023,40
"29121",2023,110
"29122",2023,32
"29123",2023,4
"29124",2023,2
"29125",2023,222
"29126",2023,7
"29127",2023,7
"29128",2023,2
"29129",2023,12
"29130",2023,24
"29131",2023,181
"29132",2023,6
"29133",2023,25
"29134",2023,33
"29135",2023,2
"29136",2023,2
"29137",2023,1
"29138",2023,4
"29139",2023,5
"29140",2023,13
"29141",2023,143
"29142",2023,4
"29143",2023,81
"29144",2023,23
"29145",2023,308
"29146",2023,1
"29147",2023,1
"29148",2023,6
"29149",2023,87
"29150",2023,1
"29151",2023,3
"29152",2023,3
"29153",2023,5
"29154",2023,2
"29155",2023,1
"29156",2023,1
"29157",2023,4
"29158",2023,33
"29159",2023,2
"29160",2023,4
"29161",2023,28
"29162",2023,5
"29163",2023,13
"29164",2023,2
"29165",2023,2
"29166",2023,3
"29167",2023,1
"29168",2023,313
"29169",2023,19
"29170",2023,5
"29171",2023,3
"29172",2023,1
"29173",2023,2
"29174",2023,7
"29175",2023,1
"29176",2023,6
"29177",2023,107
"29178",2023,37
"29179",2023,14
"29180",2023,176
"29181",2023,13
"29182",2023,6
"29183",2023,2
"29184",2023,1
"29185",2023,6
"29186",2023,4
"29187",2023,1
"29188",2023,1
"29189",2023,5
"29190",2023,3
"29191",2023,10
"29192",2023,9
"29193",2023,10
"29194",2023,6
"29195",2023,1
"29196",2023,4
"29197",2023,1
"29198",2023,2
"29199",2023,11
"29200",2023,29
"29201",2023,58
"29202",2023,15
"29203",2023,24
"29204",2023,1
"29205",2023,1
"29206",2023,149
"29207",2023,48
"29208",2023,2
"29209",2023,1
"29210",2023,132
"29211",2023,27
"29212",2023,1
"29213",2023,88
"29214",2023,33
"29215",2023,2
"29216",2023,5
"29217",2023,1
"29218",2023,2
"29219",2023,1
"29220",2023,17
"29221",2023,14
"29222",2023,3
"29223",2023,15
"29224",2023,4
"29225",2023,1
"29226",2023,85
"29227",2023,42
"29228",2023,1
"29229",2023,1
"29230",2023,1
"29231",2023,58
"29232",2023,4
"29233",2023,66
"29234",2023,18
"29235",2023,1
"29236",2023,1
"29237",2023,5
"29238",2023,20
"29239",2023,8
"29240",2023,2
"29241",2023,1
"29242",2023,6
"29243",2023,1
"29244",2023,1
"29245",2023,3
"29246",2023,1
"29247",2023,8
"29248",2023,2
"29249",2023,1
"29250",2023,48
"29251",2023,16
"29252",2023,1
"29253",2023,2
"29254",2023,1
"29255",2023,1
"29256",2023,1
"29257",2023,2
"29258",2023,17
"29259",2023,77
"29260",2023,70
"29261",2023,78
"29262",2023,2
"29263",2023,9
"29264",2023,8
"29265",2023,169
"29266",2023,8
"29267",2023,73
"29268",2023,5
"29269",2023,694
"29270",2023,10
"29271",2023,5
"29272",2023,9
"29273",2023,5
"29274",2023,34
"29275",2023,28
"29276",2023,5
"29277",2023,59
"29278",2023,9
"29279",2023,54
"29280",2023,49
"29281",2023,1045
"29282",2023,42
"29283",2023,220
"29284",2023,13
"29285",2023,75
"29286",2023,6
"29287",2023,8
"29288",2023,7
"29289",2023,7
"29290",2023,9
"29291",2023,2
"29292",2023,11
"29293",2023,2
"29294",2023,21
"29295",2023,4
"29296",2023,102
"29297",2023,714
"29298",2023,141
"29299",2023,273
"29300",2023,1
"29301",2023,2
"29302",2023,5
"29303",2023,297
"29304",2023,1823
"29305",2023,1
"29306",2023,16
"29307",2023,35
"29308",2023,89
"29309",2023,2
"29310",2023,14
"29311",2023,2
"29312",2023,4
"29313",2023,4
"29314",2023,31
"29315",2023,20
"29316",2023,42
"29317",2023,13
"29318",2023,109
"29319",2023,5
"29320",2023,1
"29321",2023,5
"29322",2023,1
"29323",2023,1
"29324",2023,4
"29325",2023,2
"29326",2023,2
"29327",2023,1
"29328",2023,23
"29329",2023,39
"29330",2023,36
"29331",2023,8
"29332",2023,10
"29333",2023,8
"29334",2023,5
"29335",2023,19
"29336",2023,306
"29337",2023,1
"29338",2023,4
"29339",2023,2
"29340",2023,16
"29341",2023,22
"29342",2023,3
"29343",2023,148
"29344",2023,15
"29345",2023,34
"29346",2023,2
"29347",2023,1
"29348",2023,1
"29349",2023,7
"29350",2023,9
"29351",2023,11
"29352",2023,1
"29353",2023,25
"29354",2023,10
"29355",2023,82
"29356",2023,595
"29357",2023,7
"29358",2023,6
"29359",2023,4
"29360",2023,1
"29361",2023,5
"29362",2023,1
"29363",2023,2
"29364",2023,2
"29365",2023,9
"29366",2023,4
"29367",2023,12
"29368",2023,1
"29369",2023,3
"29370",2023,11
"29371",2023,49
"29372",2023,9
"29373",2023,78
"29374",2023,37
"29375",2023,184
"29376",2023,3
"29377",2023,7
"29378",2023,5
"29379",2023,17
"29380",2023,11
"29381",2023,380
"29382",2023,245
"29383",2023,1
"29384",2023,23
"29385",2023,1
"29386",2023,2
"29387",2023,3
"29388",2023,2
"29389",2023,494
"29390",2023,141
"29391",2023,2
"29392",2023,1
"29393",2023,677
"29394",2023,2
"29395",2023,47
"29396",2023,15
"29397",2023,8
"29398",2023,7
"29399",2023,1
"29400",2023,1
"29401",2023,1
"29402",2023,3
"29403",2023,23
"29404",2023,19
"29405",2023,30
"29406",2023,32
"29407",2023,4
"29408",2023,37
"29409",2023,30
"29410",2023,20
"29411",2023,1
"29412",2023,2
"29413",2023,2
"29414",2023,10
"29415",2023,13
"29416",2023,7
"29417",2023,12
"29418",2023,1
"29419",2023,5
"29420",2023,3
"29421",2023,5
"29422",2023,1
"29423",2023,3
"29424",2023,2
"29425",2023,2
"29426",2023,10
"29427",2023,237
"29428",2023,17
"29429",2023,2
"29430",2023,2
"29431",2023,5
"29432",2023,210
"29433",2023,18
"29434",2023,13
"29435",2023,9
"29436",2023,219
"29437",2023,18
"29438",2023,21
"29439",2023,10
"29440",2023,15
"29441",2023,11
"29442",2023,6
