"","Avg mph","site","Time Period Ending"
"926",28,30361338,17:59:00
"927",27,30361338,18:14:00
"928",29,30361338,18:29:00
"929",28,30361338,18:44:00
"930",28,30361338,18:59:00
"931",29,30361338,19:14:00
"932",28,30361338,19:29:00
"933",29,30361338,19:44:00
"934",30,30361338,19:59:00
"935",30,30361338,20:14:00
"936",30,30361338,20:29:00
"937",30,30361338,20:44:00
"938",31,30361338,20:59:00
"939",32,30361338,21:14:00
"940",30,30361338,21:29:00
"941",34,30361338,21:44:00
"942",31,30361338,21:59:00
"943",32,30361338,22:14:00
"944",32,30361338,22:29:00
"945",34,30361338,22:44:00
"946",32,30361338,22:59:00
"947",35,30361338,23:14:00
"948",33,30361338,23:29:00
"949",43,30361338,23:44:00
"950",43,30361338,23:59:00
"951",36,30361338,00:14:00
"952",31,30361338,00:29:00
"953",35,30361338,00:44:00
"954",40,30361338,00:59:00
"955",29,30361338,01:14:00
"956",36,30361338,01:29:00
"957",31,30361338,01:44:00
"958",36,30361338,01:59:00
"959",36,30361338,02:14:00
"960",32,30361338,02:29:00
"961",31,30361338,02:44:00
"962",34,30361338,02:59:00
"963",57,30361338,03:14:00
"964",31,30361338,03:29:00
"965",32,30361338,03:44:00
"966",35,30361338,03:59:00
"967",38,30361338,04:14:00
"968",33,30361338,04:29:00
"969",35,30361338,04:44:00
"970",33,30361338,04:59:00
"971",30,30361338,05:14:00
"972",33,30361338,05:29:00
"973",34,30361338,05:44:00
"974",33,30361338,05:59:00
"975",32,30361338,06:14:00
"976",33,30361338,06:29:00
"977",32,30361338,06:44:00
"978",29,30361338,06:59:00
"979",28,30361338,07:14:00
"980",28,30361338,07:29:00
"981",28,30361338,07:44:00
"982",28,30361338,07:59:00
"983",27,30361338,08:14:00
"984",29,30361338,08:29:00
"985",27,30361338,08:44:00
"986",23,30361338,08:59:00
"987",27,30361338,09:14:00
"988",26,30361338,09:29:00
"989",28,30361338,09:44:00
"990",27,30361338,09:59:00
"991",27,30361338,10:14:00
"992",27,30361338,10:29:00
"993",28,30361338,10:44:00
"994",27,30361338,10:59:00
"995",27,30361338,11:14:00
"996",27,30361338,11:29:00
"997",25,30361338,11:44:00
"998",28,30361338,11:59:00
"999",23,30361338,12:14:00
"1000",28,30361338,12:29:00
"1001",25,30361338,12:44:00
"1002",28,30361338,12:59:00
"1003",28,30361338,13:14:00
"1004",28,30361338,13:29:00
"1005",29,30361338,13:44:00
"1006",27,30361338,13:59:00
"1007",27,30361338,14:14:00
"1008",20,30361338,14:29:00
"1009",27,30361338,14:44:00
"1010",23,30361338,14:59:00
"1011",26,30361338,15:14:00
"1012",27,30361338,15:29:00
"1013",26,30361338,15:44:00
"1014",25,30361338,15:59:00
"1015",27,30361338,16:14:00
"1016",27,30361338,16:29:00
"1017",27,30361338,16:44:00
"1018",27,30361338,16:59:00
"1019",23,30361338,17:14:00
"1020",27,30361338,17:29:00
"1021",26,30361338,17:44:00
"1022",28,30361338,17:59:00
"1023",28,30361338,18:14:00
"1024",28,30361338,18:29:00
"1025",29,30361338,18:44:00
"1026",30,30361338,18:59:00
"1027",30,30361338,19:14:00
"1028",30,30361338,19:29:00
"1029",30,30361338,19:44:00
"1030",30,30361338,19:59:00
"1031",29,30361338,20:14:00
"1032",30,30361338,20:29:00
"1033",30,30361338,20:44:00
"1034",30,30361338,20:59:00
"1035",32,30361338,21:14:00
"1036",31,30361338,21:29:00
"1037",30,30361338,21:44:00
"1038",30,30361338,21:59:00
"1039",32,30361338,22:14:00
"1040",33,30361338,22:29:00
"1041",34,30361338,22:44:00
"1042",34,30361338,22:59:00
"1043",35,30361338,23:14:00
"1044",37,30361338,23:29:00
"1045",38,30361338,23:59:00
"1046",34,30361338,00:14:00
"1047",34,30361338,00:29:00
"1048",38,30361338,00:44:00
"1049",43,30361338,00:59:00
"1050",27,30361338,01:14:00
"1051",44,30361338,01:29:00
"1052",32,30361338,01:44:00
"1053",35,30361338,01:59:00
"1054",42,30361338,02:14:00
"1055",43,30361338,02:44:00
"1056",34,30361338,02:59:00
"1057",37,30361338,03:14:00
"1058",38,30361338,03:29:00
"1059",32,30361338,03:44:00
"1060",39,30361338,03:59:00
"1061",44,30361338,04:14:00
"1062",34,30361338,04:29:00
"1063",32,30361338,04:44:00
"1064",37,30361338,04:59:00
"1065",32,30361338,05:14:00
"1066",33,30361338,05:29:00
"1067",34,30361338,05:44:00
"1068",35,30361338,05:59:00
"1069",32,30361338,06:14:00
"1070",32,30361338,06:29:00
"1071",31,30361338,06:44:00
"1072",30,30361338,06:59:00
"1073",29,30361338,07:14:00
"1074",28,30361338,07:29:00
"1075",29,30361338,07:44:00
"1076",28,30361338,07:59:00
"1077",26,30361338,08:09:00
"1078",47,30361338,01:14:00
"1079",35,30361338,01:29:00
"1080",27,30361338,01:44:00
"1081",36,30361338,01:59:00
"1082",36,30361338,02:14:00
"1083",41,30361338,02:29:00
"1084",44,30361338,02:44:00
"1085",37,30361338,02:59:00
"1086",32,30361338,03:29:00
"1087",42,30361338,03:44:00
"1088",35,30361338,03:59:00
"1089",38,30361338,04:14:00
"1090",32,30361338,04:29:00
"1091",38,30361338,04:44:00
"1092",37,30361338,04:59:00
"1093",32,30361338,05:14:00
"1094",32,30361338,05:29:00
"1095",30,30361338,05:44:00
"1096",32,30361338,05:59:00
"1097",33,30361338,06:14:00
"1098",31,30361338,06:29:00
"1099",30,30361338,06:44:00
"1100",30,30361338,06:59:00
"1101",29,30361338,07:14:00
"1102",29,30361338,07:29:00
"1103",26,30361338,07:44:00
"1104",25,30361338,07:59:00
"1105",27,30361338,08:14:00
"1106",26,30361338,08:29:00
"1107",28,30361338,08:44:00
"1108",27,30361338,08:59:00
"1109",23,30361338,09:14:00
"1110",28,30361338,09:29:00
"1111",28,30361338,09:44:00
"1112",26,30361338,09:59:00
"1113",26,30361338,10:14:00
"1114",26,30361338,10:29:00
"1115",22,30361338,10:44:00
"1116",27,30361338,10:59:00
"1117",27,30361338,11:14:00
"1118",27,30361338,11:29:00
"1119",17,30361338,11:44:00
"1120",25,30361338,11:59:00
"1121",27,30361338,12:14:00
"1122",27,30361338,12:29:00
"1123",27,30361338,12:44:00
"1124",27,30361338,12:59:00
"1125",26,30361338,13:14:00
"1126",28,30361338,13:29:00
"1127",28,30361338,13:44:00
"1128",26,30361338,13:59:00
"1129",25,30361338,14:14:00
"1130",27,30361338,14:29:00
"1131",27,30361338,14:44:00
"1132",27,30361338,14:59:00
"1133",27,30361338,15:14:00
"1134",27,30361338,15:29:00
"1135",26,30361338,15:44:00
"1136",25,30361338,15:59:00
"1137",24,30361338,16:14:00
"1138",26,30361338,16:29:00
"1139",24,30361338,16:44:00
"1140",27,30361338,16:59:00
"1141",26,30361338,17:14:00
"1142",26,30361338,17:29:00
"1143",25,30361338,17:44:00
"1144",27,30361338,17:59:00
"1145",28,30361338,18:14:00
"1146",28,30361338,18:29:00
"1147",28,30361338,18:44:00
"1148",28,30361338,18:59:00
"1149",29,30361338,19:14:00
"1150",29,30361338,19:29:00
"1151",29,30361338,19:44:00
"1152",29,30361338,19:59:00
"1153",31,30361338,20:14:00
"1154",29,30361338,20:29:00
"1155",27,30361338,20:44:00
"1156",29,30361338,20:59:00
"1157",30,30361338,21:14:00
"1158",31,30361338,21:29:00
"1159",32,30361338,21:44:00
"1160",34,30361338,21:59:00
"1161",30,30361338,22:14:00
"1162",35,30361338,22:29:00
"1163",35,30361338,22:44:00
"1164",37,30361338,22:59:00
"1165",30,30361338,23:14:00
"1166",31,30361338,23:29:00
"1167",29,30361338,23:44:00
"1168",37,30361338,23:59:00
"1169",36,30361338,00:14:00
"1170",38,30361338,00:29:00
"1171",35,30361338,00:44:00
"1172",34,30361338,00:59:00
"1173",31,30361338,01:14:00
"1174",31,30361338,01:29:00
"1175",41,30361338,01:44:00
"1176",36,30361338,01:59:00
"1177",47,30361338,02:14:00
"1178",33,30361338,02:29:00
"1179",34,30361338,02:44:00
"1180",39,30361338,02:59:00
"1181",37,30361338,03:14:00
"1182",37,30361338,03:29:00
"1183",49,30361338,03:44:00
"1184",39,30361338,03:59:00
"1185",33,30361338,04:14:00
"1186",30,30361338,04:29:00
"1187",37,30361338,04:44:00
"1188",29,30361338,04:59:00
"1189",34,30361338,05:14:00
"1190",35,30361338,05:29:00
"1191",33,30361338,05:44:00
"1192",33,30361338,05:59:00
"1193",31,30361338,06:14:00
"1194",30,30361338,06:29:00
"1195",32,30361338,06:44:00
"1196",28,30361338,06:59:00
"1197",29,30361338,07:14:00
"1198",28,30361338,07:29:00
"1199",27,30361338,07:44:00
"1200",27,30361338,07:59:00
"1201",27,30361338,08:14:00
"1202",26,30361338,08:29:00
"1203",27,30361338,08:44:00
"1204",28,30361338,08:59:00
"1205",28,30361338,09:14:00
"1206",27,30361338,09:29:00
"1207",27,30361338,09:44:00
"1208",27,30361338,09:59:00
"1209",26,30361338,10:14:00
"1210",27,30361338,10:29:00
"1211",27,30361338,10:44:00
"1212",25,30361338,10:59:00
"1213",28,30361338,11:14:00
"1214",28,30361338,11:29:00
"1215",26,30361338,11:44:00
"1216",27,30361338,11:59:00
"1217",25,30361338,12:14:00
"1218",27,30361338,12:29:00
"1219",26,30361338,12:44:00
"1220",27,30361338,12:59:00
"1221",22,30361338,13:14:00
"1222",27,30361338,13:29:00
"1223",25,30361338,13:44:00
"1224",27,30361338,13:59:00
"1225",25,30361338,14:14:00
"1226",26,30361338,14:29:00
"1227",25,30361338,14:44:00
"1228",25,30361338,14:59:00
"1229",23,30361338,15:14:00
"1230",18,30361338,15:29:00
"1231",17,30361338,15:44:00
"1232",18,30361338,15:59:00
"1233",22,30361338,16:14:00
"1234",22,30361338,16:29:00
"1235",26,30361338,16:44:00
"1236",26,30361338,16:59:00
"1237",14,30361338,17:14:00
"1238",20,30361338,17:29:00
"1239",15,30361338,17:44:00
"1240",27,30361338,17:59:00
"1241",26,30361338,18:14:00
"1242",25,30361338,18:29:00
"1243",21,30361338,18:44:00
"1244",26,30361338,18:59:00
"1245",28,30361338,19:14:00
"1246",28,30361338,19:29:00
"1247",28,30361338,19:44:00
"1248",28,30361338,19:59:00
"1249",28,30361338,20:14:00
"1250",29,30361338,20:29:00
"1251",29,30361338,20:44:00
"1252",28,30361338,20:59:00
"1253",29,30361338,21:14:00
"1254",29,30361338,21:29:00
"1255",30,30361338,21:44:00
"1256",29,30361338,21:59:00
"1257",30,30361338,22:14:00
"1258",31,30361338,22:29:00
"1259",32,30361338,22:44:00
"1260",34,30361338,22:59:00
"1261",33,30361338,23:14:00
"1262",32,30361338,23:29:00
"1263",32,30361338,23:44:00
"1264",31,30361338,23:59:00
"1265",32,30361338,00:14:00
"1266",32,30361338,00:29:00
"1267",39,30361338,00:44:00
"1268",37,30361338,00:59:00
"1269",39,30361338,01:14:00
"1270",32,30361338,01:29:00
"1271",44,30361338,01:44:00
"1272",34,30361338,01:59:00
"1273",47,30361338,02:14:00
"1274",43,30361338,02:29:00
"1275",44,30361338,02:44:00
"1276",30,30361338,03:14:00
"1277",37,30361338,03:29:00
"1278",39,30361338,03:44:00
"1279",45,30361338,03:59:00
"1280",34,30361338,04:14:00
"1281",37,30361338,04:29:00
"1282",32,30361338,04:44:00
"1283",34,30361338,04:59:00
"1284",24,30361338,05:14:00
"1285",30,30361338,05:29:00
"1286",32,30361338,05:44:00
"1287",33,30361338,05:59:00
"1288",34,30361338,06:14:00
"1289",33,30361338,06:29:00
"1290",31,30361338,06:44:00
"1291",31,30361338,06:59:00
"1292",32,30361338,07:14:00
"1293",28,30361338,07:29:00
"1294",29,30361338,07:44:00
"1295",28,30361338,07:59:00
"1296",29,30361338,08:14:00
"1297",29,30361338,08:29:00
"1298",28,30361338,08:44:00
"1299",28,30361338,08:59:00
"1300",27,30361338,09:14:00
"1301",28,30361338,09:29:00
"1302",28,30361338,09:44:00
"1303",28,30361338,09:59:00
"1304",27,30361338,10:14:00
"1305",28,30361338,10:29:00
"1306",26,30361338,10:44:00
"1307",20,30361338,10:59:00
"1308",26,30361338,11:14:00
"1309",26,30361338,11:29:00
"1310",26,30361338,11:44:00
"1311",20,30361338,11:59:00
"1312",26,30361338,12:14:00
"1313",27,30361338,12:29:00
"1314",26,30361338,12:44:00
"1315",26,30361338,12:59:00
"1316",26,30361338,13:14:00
"1317",26,30361338,13:29:00
"1318",27,30361338,13:44:00
"1319",27,30361338,13:59:00
"1320",28,30361338,14:14:00
"1321",28,30361338,14:29:00
"1322",29,30361338,14:44:00
"1323",28,30361338,14:59:00
"1324",27,30361338,15:14:00
"1325",28,30361338,15:29:00
"1326",26,30361338,15:44:00
"1327",26,30361338,15:59:00
"1328",28,30361338,16:14:00
"1329",27,30361338,16:29:00
"1330",28,30361338,16:44:00
"1331",27,30361338,16:59:00
"1332",27,30361338,17:14:00
"1333",28,30361338,17:29:00
"1334",28,30361338,17:44:00
"1335",28,30361338,17:59:00
"1336",28,30361338,18:14:00
"1337",28,30361338,18:29:00
"1338",28,30361338,18:44:00
"1339",29,30361338,18:59:00
"1340",30,30361338,19:14:00
"1341",29,30361338,19:29:00
"1342",31,30361338,19:44:00
"1343",29,30361338,19:59:00
"1344",30,30361338,20:14:00
"1345",29,30361338,20:29:00
"1346",30,30361338,20:44:00
"1347",28,30361338,20:59:00
"1348",29,30361338,21:14:00
"1349",32,30361338,21:29:00
"1350",31,30361338,21:44:00
"1351",30,30361338,21:59:00
"1352",29,30361338,22:14:00
"1353",31,30361338,22:29:00
"1354",31,30361338,22:44:00
"1355",34,30361338,22:59:00
"1356",34,30361338,23:14:00
"1357",34,30361338,23:29:00
"1358",37,30361338,23:44:00
"1359",33,30361338,23:59:00
"1360",36,30361338,00:14:00
"1361",33,30361338,00:29:00
"1362",34,30361338,00:44:00
"1363",34,30361338,00:59:00
"1364",40,30361338,01:14:00
"1365",34,30361338,01:29:00
"1366",42,30361338,01:44:00
"1367",40,30361338,01:59:00
"1368",34,30361338,02:14:00
"1369",46,30361338,02:29:00
"1370",45,30361338,02:44:00
"1371",49,30361338,02:59:00
"1372",32,30361338,03:14:00
"1373",41,30361338,03:29:00
"1374",32,30361338,03:44:00
"1375",40,30361338,04:14:00
"1376",29,30361338,04:29:00
"1377",31,30361338,04:44:00
"1378",37,30361338,04:59:00
"1379",37,30361338,05:14:00
"1380",31,30361338,05:29:00
"1381",35,30361338,05:44:00
"1382",40,30361338,05:59:00
"1383",35,30361338,06:14:00
"1384",36,30361338,06:29:00
"1385",31,30361338,06:44:00
"1386",35,30361338,06:59:00
"1387",32,30361338,07:14:00
"1388",29,30361338,07:29:00
"1389",31,30361338,07:44:00
"1390",35,30361338,07:59:00
"1391",30,30361338,08:14:00
"1392",30,30361338,08:29:00
"1393",29,30361338,08:44:00
"1394",29,30361338,08:59:00
"1395",29,30361338,09:14:00
"1396",27,30361338,09:29:00
"1397",29,30361338,09:44:00
"1398",28,30361338,09:59:00
"1399",27,30361338,10:14:00
"1400",28,30361338,10:29:00
"1401",28,30361338,10:44:00
"1402",28,30361338,10:59:00
"1403",26,30361338,11:14:00
"1404",27,30361338,11:29:00
"1405",26,30361338,11:44:00
"1406",22,30361338,11:59:00
"1407",27,30361338,12:14:00
"1408",26,30361338,12:29:00
"1409",27,30361338,12:44:00
"1410",27,30361338,12:59:00
"1411",27,30361338,13:14:00
"1412",26,30361338,13:29:00
"1413",28,30361338,13:44:00
"1414",28,30361338,13:59:00
"1415",27,30361338,14:14:00
"1416",27,30361338,14:29:00
"1417",28,30361338,14:44:00
"1418",29,30361338,14:59:00
"1419",30,30361338,15:14:00
"1420",27,30361338,15:29:00
"1421",27,30361338,15:44:00
"1422",28,30361338,15:59:00
"1423",28,30361338,16:14:00
"1424",29,30361338,16:29:00
"1425",28,30361338,16:44:00
"1426",29,30361338,16:59:00
"1427",29,30361338,17:14:00
"1428",28,30361338,17:29:00
"1429",29,30361338,17:44:00
"1430",28,30361338,17:59:00
"1431",29,30361338,18:14:00
"1432",29,30361338,18:29:00
"1433",29,30361338,18:44:00
"1434",29,30361338,18:59:00
"1435",29,30361338,19:14:00
"1436",30,30361338,19:29:00
"1437",30,30361338,19:44:00
"1438",29,30361338,19:59:00
"1439",31,30361338,20:14:00
"1440",29,30361338,20:29:00
"1441",32,30361338,20:44:00
"1442",31,30361338,20:59:00
"1443",29,30361338,21:14:00
"1444",30,30361338,21:29:00
"1445",32,30361338,21:44:00
"1446",32,30361338,21:59:00
"1447",34,30361338,22:14:00
"1448",36,30361338,22:29:00
"1449",31,30361338,22:44:00
"1450",37,30361338,22:59:00
"1451",31,30361338,23:14:00
"1452",35,30361338,23:29:00
"1453",44,30361338,23:44:00
"1454",35,30361338,23:59:00
"1455",36,30361338,00:14:00
"1456",31,30361338,00:29:00
"1457",42,30361338,00:44:00
"1458",29,30361338,00:59:00
"1459",40,30361338,01:14:00
"1460",32,30361338,01:29:00
"1461",42,30361338,01:44:00
"1462",49,30361338,01:59:00
"1463",30,30361338,02:14:00
"1464",41,30361338,02:29:00
"1465",47,30361338,02:44:00
"1466",46,30361338,02:59:00
"1467",39,30361338,03:14:00
"1468",31,30361338,03:29:00
"1469",38,30361338,03:44:00
"1470",27,30361338,03:59:00
"1471",34,30361338,04:14:00
"1472",33,30361338,04:29:00
"1473",30,30361338,04:44:00
"1474",35,30361338,04:59:00
"1475",32,30361338,05:14:00
"1476",35,30361338,05:29:00
"1477",33,30361338,05:44:00
"1478",33,30361338,05:59:00
"1479",37,30361338,06:14:00
"1480",33,30361338,06:29:00
"1481",30,30361338,06:44:00
"1482",29,30361338,06:59:00
"1483",29,30361338,07:14:00
"1484",24,30361338,07:29:00
"1485",28,30361338,07:44:00
"1486",27,30361338,07:59:00
"1487",26,30361338,08:14:00
"1488",26,30361338,08:29:00
"1489",17,30361338,08:44:00
"1490",8,30361338,08:59:00
"1491",11,30361338,09:14:00
"1492",26,30361338,09:29:00
"1493",27,30361338,09:44:00
"1494",25,30361338,09:59:00
"1495",27,30361338,10:14:00
"1496",27,30361338,10:29:00
"1497",28,30361338,10:44:00
"1498",27,30361338,10:59:00
"1499",28,30361338,11:14:00
"1500",28,30361338,11:29:00
"1501",26,30361338,11:44:00
"1502",27,30361338,11:59:00
"1503",28,30361338,12:14:00
"1504",20,30361338,12:29:00
"1505",28,30361338,12:44:00
"1506",26,30361338,12:59:00
"1507",27,30361338,13:14:00
"1508",28,30361338,13:29:00
"1509",27,30361338,13:44:00
"1510",27,30361338,13:59:00
"1511",26,30361338,14:14:00
"1512",28,30361338,14:29:00
"1513",27,30361338,14:44:00
"1514",27,30361338,14:59:00
"1515",27,30361338,15:14:00
"1516",25,30361338,15:29:00
"1517",26,30361338,15:44:00
"1518",26,30361338,15:59:00
"1519",23,30361338,16:14:00
"1520",25,30361338,16:29:00
"1521",14,30361338,16:44:00
"1522",27,30361338,16:59:00
"1523",25,30361338,17:14:00
"1524",26,30361338,17:29:00
"1525",26,30361338,17:44:00
"1526",27,30361338,17:59:00
"1527",29,30361338,18:14:00
"1528",28,30361338,18:29:00
"1529",28,30361338,18:44:00
"1530",29,30361338,18:59:00
"1531",28,30361338,19:14:00
"1532",29,30361338,19:29:00
"1533",30,30361338,19:44:00
"1534",30,30361338,19:59:00
"1535",30,30361338,20:14:00
"1536",30,30361338,20:29:00
"1537",30,30361338,20:44:00
"1538",31,30361338,20:59:00
"1539",33,30361338,21:14:00
"1540",32,30361338,21:29:00
"1541",30,30361338,21:44:00
"1542",34,30361338,21:59:00
"1543",32,30361338,22:14:00
"1544",35,30361338,22:29:00
"1545",35,30361338,22:44:00
"1546",36,30361338,22:59:00
"1547",33,30361338,23:14:00
"1548",29,30361338,23:29:00
"1549",31,30361338,23:44:00
"1550",35,30361338,23:59:00
"1551",34,30361338,00:14:00
"1552",30,30361338,00:29:00
"1553",38,30361338,00:44:00
"1554",31,30361338,00:59:00
"1555",33,30361338,01:14:00
"1556",34,30361338,01:59:00
"1557",42,30361338,02:14:00
"1558",30,30361338,02:29:00
"1559",37,30361338,02:44:00
"1560",32,30361338,02:59:00
"1561",36,30361338,03:14:00
"1562",34,30361338,03:44:00
"1563",36,30361338,03:59:00
"1564",27,30361338,04:14:00
"1565",30,30361338,04:29:00
"1566",34,30361338,04:44:00
"1567",32,30361338,04:59:00
"1568",31,30361338,05:14:00
"1569",33,30361338,05:29:00
"1570",28,30361338,05:44:00
"1571",33,30361338,05:59:00
"1572",34,30361338,06:14:00
"1573",32,30361338,06:29:00
"1574",30,30361338,06:44:00
"1575",31,30361338,06:59:00
"1576",29,30361338,07:14:00
"1577",28,30361338,07:29:00
"1578",27,30361338,07:44:00
"1579",24,30361338,07:59:00
"1580",27,30361338,08:14:00
"1581",27,30361338,08:29:00
"1582",26,30361338,08:44:00
"1583",28,30361338,08:59:00
"1584",28,30361338,09:14:00
"1585",27,30361338,09:29:00
"1586",27,30361338,09:44:00
"1587",26,30361338,09:59:00
"1588",27,30361338,10:14:00
"1589",26,30361338,10:29:00
"1590",27,30361338,10:44:00
"1591",28,30361338,10:59:00
"1592",27,30361338,11:14:00
"1593",28,30361338,11:29:00
"1594",27,30361338,11:44:00
"1595",27,30361338,11:59:00
"1596",27,30361338,12:14:00
"1597",27,30361338,12:29:00
"1598",27,30361338,12:44:00
"1599",28,30361338,12:59:00
"1600",26,30361338,13:14:00
"1601",27,30361338,13:29:00
"1602",26,30361338,13:44:00
"1603",22,30361338,13:59:00
"1604",28,30361338,14:14:00
"1605",27,30361338,14:29:00
"1606",28,30361338,14:44:00
"1607",27,30361338,14:59:00
"1608",27,30361338,15:14:00
"1609",20,30361338,15:29:00
"1610",25,30361338,15:44:00
"1611",27,30361338,15:59:00
"1612",23,30361338,16:14:00
"1613",25,30361338,16:29:00
"1614",26,30361338,16:44:00
"1615",26,30361338,16:59:00
"1616",26,30361338,17:14:00
"1617",26,30361338,17:29:00
"1618",27,30361338,17:44:00
"1619",26,30361338,17:59:00
"1620",28,30361338,18:14:00
"1621",29,30361338,18:29:00
"1622",29,30361338,18:44:00
"1623",28,30361338,18:59:00
"1624",28,30361338,19:14:00
"1625",28,30361338,19:29:00
"1626",30,30361338,19:44:00
"1627",29,30361338,19:59:00
"1628",30,30361338,20:14:00
"1629",31,30361338,20:29:00
"1630",30,30361338,20:44:00
"1631",29,30361338,20:59:00
"1632",31,30361338,21:14:00
"1633",28,30361338,21:29:00
"1634",32,30361338,21:44:00
"1635",30,30361338,21:59:00
"1636",33,30361338,22:14:00
"1637",31,30361338,22:29:00
"1638",34,30361338,22:44:00
"1639",33,30361338,22:59:00
"1640",33,30361338,23:14:00
"1641",37,30361338,23:29:00
"1642",32,30361338,23:44:00
"1643",38,30361338,23:59:00
"1644",35,30361338,00:14:00
"1645",30,30361338,00:29:00
"1646",33,30361338,00:44:00
"1647",39,30361338,00:59:00
"1648",30,30361338,01:14:00
"1649",40,30361338,01:29:00
"1650",35,30361338,01:44:00
"1651",30,30361338,01:59:00
"1652",31,30361338,02:14:00
"1653",57,30361338,02:29:00
"1654",34,30361338,02:44:00
"1655",37,30361338,02:59:00
"1656",36,30361338,03:14:00
"1657",39,30361338,03:29:00
"1658",39,30361338,03:44:00
"1659",39,30361338,03:59:00
"1660",35,30361338,04:14:00
"1661",29,30361338,04:29:00
"1662",34,30361338,04:44:00
"1663",34,30361338,04:59:00
"1664",32,30361338,05:14:00
"1665",33,30361338,05:29:00
"1666",34,30361338,05:44:00
"1667",35,30361338,05:59:00
"1668",31,30361338,06:14:00
"1669",32,30361338,06:29:00
"1670",31,30361338,06:44:00
"1671",30,30361338,06:59:00
"1672",30,30361338,07:14:00
"1673",27,30361338,07:29:00
"1674",28,30361338,07:44:00
"1675",28,30361338,07:59:00
"1676",27,30361338,08:14:00
"1677",20,30361338,08:29:00
"1678",26,30361338,08:44:00
"1679",27,30361338,08:59:00
"1680",28,30361338,09:14:00
"1681",28,30361338,09:29:00
"1682",28,30361338,09:44:00
"1683",27,30361338,09:59:00
"1684",26,30361338,10:14:00
"1685",28,30361338,10:29:00
"1686",27,30361338,10:44:00
"1687",27,30361338,10:59:00
"1688",25,30361338,11:14:00
"1689",27,30361338,11:29:00
"1690",26,30361338,11:44:00
"1691",26,30361338,11:59:00
"1692",19,30361338,12:14:00
"1693",28,30361338,12:29:00
"1694",25,30361338,12:44:00
"1695",28,30361338,12:59:00
"1696",27,30361338,13:14:00
"1697",26,30361338,13:29:00
"1698",23,30361338,13:44:00
"1699",28,30361338,13:59:00
"1700",27,30361338,14:14:00
"1701",18,30361338,14:29:00
"1702",23,30361338,14:44:00
"1703",25,30361338,14:59:00
"1704",28,30361338,15:14:00
"1705",22,30361338,15:29:00
"1706",18,30361338,15:44:00
"1707",24,30361338,15:59:00
"1708",24,30361338,16:14:00
"1709",26,30361338,16:29:00
"1710",26,30361338,16:44:00
"1711",27,30361338,16:59:00
"1712",25,30361338,17:14:00
"1713",25,30361338,17:29:00
"1714",27,30361338,17:44:00
"1715",27,30361338,17:59:00
"1716",21,30361338,18:14:00
"1717",28,30361338,18:29:00
"1718",29,30361338,18:44:00
"1719",28,30361338,18:59:00
"1720",29,30361338,19:14:00
"1721",28,30361338,19:29:00
"1722",30,30361338,19:44:00
"1723",30,30361338,19:59:00
"1724",30,30361338,20:14:00
"1725",30,30361338,20:29:00
"1726",29,30361338,20:44:00
"1727",28,30361338,20:59:00
"1728",29,30361338,21:14:00
"1729",30,30361338,21:29:00
"1730",29,30361338,21:44:00
"1731",32,30361338,21:59:00
"1732",33,30361338,22:14:00
"1733",34,30361338,22:29:00
"1734",35,30361338,22:44:00
"1735",32,30361338,22:59:00
"1736",32,30361338,23:14:00
"1737",35,30361338,23:29:00
"1738",36,30361338,23:44:00
"1739",37,30361338,23:59:00
"1740",31,30361338,00:14:00
"1741",31,30361338,00:29:00
"1742",30,30361338,00:44:00
"1743",33,30361338,00:59:00
"1744",32,30361338,01:14:00
"1745",34,30361338,01:29:00
"1746",34,30361338,01:59:00
"1747",33,30361338,02:14:00
"1748",42,30361338,02:29:00
"1749",39,30361338,02:44:00
"1750",36,30361338,02:59:00
"1751",34,30361338,03:14:00
"1752",43,30361338,03:29:00
"1753",27,30361338,03:44:00
"1754",36,30361338,03:59:00
"1755",43,30361338,04:14:00
"1756",37,30361338,04:29:00
"1757",33,30361338,04:44:00
"1758",37,30361338,04:59:00
"1759",31,30361338,05:14:00
"1760",38,30361338,05:29:00
"1761",31,30361338,05:44:00
"1762",33,30361338,05:59:00
"1763",32,30361338,06:14:00
"1764",31,30361338,06:29:00
"1765",30,30361338,06:44:00
"1766",30,30361338,06:59:00
"1767",30,30361338,07:14:00
"1768",19,30361338,07:29:00
"1769",28,30361338,07:44:00
"1770",26,30361338,07:59:00
"1771",27,30361338,08:14:00
"1772",27,30361338,08:29:00
"1773",28,30361338,08:44:00
"1774",24,30361338,08:59:00
"1775",27,30361338,09:14:00
"1776",27,30361338,09:29:00
"1777",27,30361338,09:44:00
"1778",24,30361338,09:59:00
"1779",28,30361338,10:14:00
"1780",27,30361338,10:29:00
"1781",27,30361338,10:44:00
"1782",26,30361338,10:59:00
"1783",28,30361338,11:14:00
"1784",23,30361338,11:29:00
"1785",26,30361338,11:44:00
"1786",26,30361338,11:59:00
"1787",28,30361338,12:14:00
"1788",14,30361338,12:29:00
"1789",16,30361338,12:44:00
"1790",24,30361338,12:59:00
"1791",28,30361338,13:14:00
"1792",27,30361338,13:29:00
"1793",27,30361338,13:44:00
"1794",26,30361338,13:59:00
"1795",26,30361338,14:14:00
"1796",25,30361338,14:29:00
"1797",25,30361338,14:44:00
"1798",27,30361338,14:59:00
"1799",20,30361338,15:14:00
"1800",26,30361338,15:29:00
"1801",26,30361338,15:44:00
"1802",28,30361338,15:59:00
"1803",27,30361338,16:14:00
