"","year","lat","long","mass","class"
"573",2000,27.4,16.23333,23,"Howardite"
"574",2000,27.08333,16.06667,170,"H4"
"575",2000,27.08333,16.01667,54,"H6"
"576",2000,27.13333,16.01667,376,"H5"
"577",2000,27.21667,16.11667,522,"H3-5"
"578",2000,27.23333,16.15,136,"L4"
"579",2000,27.25,16.18333,54,"H6"
"580",2000,27.38333,16.05,367,"L6"
"581",2000,27.5,16.2,210,"L6"
"582",2000,27.56667,16.2,57,"H6"
"583",2000,27.21733,16.09267,15.25,"L5"
"584",2000,27.19667,16.19717,119.27,"LL6"
"585",2000,27.18867,16.37583,300,"Eucrite"
"586",2000,27.18733,16.37817,54.03,"LL4"
"587",2000,27.44683,16.31933,436,"LL6"
"588",2000,27.68717,15.97717,1032,"L6"
"589",2000,27.8985,15.86367,204.01,"L6"
"590",2000,27.899,15.8645,42.83,"L6"
"591",2000,27.90167,15.8635,1080,"L5"
"592",2000,27.0345,16.14283,158.1,"H3.9"
"593",2000,27.08333,16.36667,17,"Ureilite"
"594",2000,27.45017,16.18667,2483,"L6"
"595",2001,26.83733,16.61367,93,"H4"
"596",2001,27.20983,16.4265,931,"L5"
"597",2000,27.2115,16.432,177,"H5"
"598",2002,26.7375,16.8995,933,"Eucrite-pmict"
"599",2002,26.8105,16.80483,763,"L6"
"600",2002,26.97333,16.54167,96,"L6"
"601",2002,27.01933,16.51333,60,"H5"
"602",2002,27.06417,16.39367,2031,"H5"
"603",2002,27.07,16.39317,3128,"H5"
"604",2002,27.1125,16.33167,764,"LL6"
"605",2002,27.113,16.33617,219,"LL6"
"606",2002,27.33067,16.2805,236,"H5"
"607",2002,27.36417,16.28033,82,"L6"
"608",2002,27.45367,16.323,317,"LL5"
"609",2002,27.48717,16.44533,7769,"H4/5"
"610",2001,27.1725,16.38617,56.12,"Eucrite-pmict"
"611",2000,27.02583,16.36583,2106,"Ureilite-pmict"
"612",2000,29.64528,11.66472,3354,"H6"
"613",2000,29.62778,11.7025,4553,"H5"
"614",2001,-75.68139,155.45306,134.1,"L6"
"615",2009,32.22548,-107.90459,784,"H5"
"616",2000,-80.06667,156.38333,10000,"Iron, IIAB"
"617",2000,-80.06667,156.38333,2689.4,"Iron, IIAB"
"618",2007,32.319,-111.077,11.3,"H4/5"
"619",2000,18.16667,54.16667,125500,"L6"
"620",2000,18.35833,54.23333,4472,"L4"
"621",2000,18.36667,54.23667,1070,"H4"
"622",2000,18.24333,54.14167,414,"LL7"
"623",2000,18.64333,54.43,184,"CK3"
"624",2000,18.99333,54.415,22,"H4"
"625",2000,18.16,54.13833,1736,"H4"
"626",2000,18.30167,54.15333,833,"Howardite"
"627",2000,18.315,54.14833,1056,"Martian (shergottite)"
"628",2000,19.03333,54.51667,256000,"H4/5"
"629",2000,18.15333,54.17833,2534,"H5/6"
"630",2000,19.02833,54.49167,110,"H3.9"
"631",2000,19.075,54.5,118,"H5"
"632",2000,19.06167,54.55333,164,"H3.9"
"633",2000,18.40333,54.15167,751,"Lunar (anorth)"
"634",2000,18.22667,54.11167,148,"Lunar (anorth)"
"635",2001,18.55905,54.09825,61.82,"L6"
"636",2001,18.92655,54.2624,7.61,"H5"
"637",2001,19.0448,54.50738,113.68,"H3"
"638",2001,19.06285,54.49708,35.37,"H3"
"639",2002,18.54293,54.00107,155.67,"L6"
"640",2003,18.5453,54.02017,87.77,"L4"
"641",2002,18.54872,54.02702,76.45,"L5"
"642",2003,18.5539,54.01315,334.23,"L4"
"643",2002,18.55417,54.00253,2298.4,"H4"
"644",2002,18.55478,54.04272,292.8,"L3"
"645",2002,18.55492,54.0293,144.87,"L6"
"646",2003,18.5552,54.01572,194.05,"L4"
"647",2002,18.55673,54.00083,298.27,"L4"
"648",2002,18.55907,54.08162,63.53,"EH4"
"649",2003,18.55942,54.04513,125.21,"L5"
"650",2002,19.17203,54.79462,273.3,"H4"
"651",2001,18.71522,54.37633,506,"H5"
"652",2001,18.72603,54.37865,194,"H5/6"
"653",2001,18.73693,54.47907,105,"H6"
"654",2001,18.73293,54.58742,61,"L3"
"655",2001,19.24968,54.65495,271,"H(L)3-an"
"656",2001,19.28813,54.52832,69.7,"L(LL)3"
"657",2002,19.30618,54.49478,1173,"H5/6"
"658",2002,19.30875,54.50178,39,"L6"
"659",2003,18.65952,54.2463,10500,"H6"
"660",2003,18.66003,54.24553,14944,"H5/6"
"661",2003,18.65695,54.23873,183.1,"L5"
"662",2003,18.39818,54.07842,2516.2,"H5"
"663",2003,19.33263,54.77822,281.1,"H5"
"664",2003,19.33503,54.79092,492.6,"L5"
"665",2003,18.4285,54.17082,81.1,"L4/5"
"666",2003,18.73963,54.26533,67.8,"H6"
"667",2003,19.31025,54.75487,489.8,"L6"
"668",2003,18.69942,54.2651,420.1,"H(L)3"
"669",2003,19.33615,54.7916,61.5,"LL6"
"670",2003,19.30088,54.63938,26.4,"H5/6"
"671",2003,19.30455,54.63157,886.2,"L6"
"672",2000,18.33045,54.5268,296,"H6"
"673",2000,18.7864,54.62955,361,"H5"
"674",2000,18.86395,54.64277,215,"H6"
"675",2000,18.93868,54.74035,332,"H6"
"676",2000,18.91903,54.71077,205,"H4/5"
"677",2000,18.86492,54.64965,208,"L5/6"
"678",2000,18.81953,54.6138,170,"H5/6"
"679",2000,18.85485,54.64018,248,"H5/6"
"680",2000,18.79307,54.62728,296,"H4/5"
"681",2000,18.71705,54.702,267,"H5/6"
"682",2000,18.92632,54.7017,121,"L5"
"683",2000,18.89137,54.62413,76,"H5"
"684",2000,18.90902,54.61618,38,"L4/5"
"685",2000,18.92287,54.62867,41,"L6"
"686",2000,18.93638,54.72413,44.5,"H4/5"
"687",2000,18.93075,54.672,65,"H3-6"
"688",2000,18.97162,54.69287,114,"H4/5"
"689",2000,18.74713,54.75247,54,"LL6"
"690",2000,18.81522,54.63337,28,"L6"
"691",2000,18.85703,54.64465,41,"H4/5"
"692",2000,18.85235,54.6488,149,"L5/6"
"693",2000,19.173,54.75783,725,"H6"
"694",2000,19.00248,54.53837,195,"H5"
"695",2000,18.85472,54.64745,66,"L6"
"696",2000,18.83792,54.67033,43,"L6"
"697",2000,18.85372,54.75245,38,"H6"
"698",2000,18.86328,54.67993,105,"L6"
"699",2000,18.87373,54.58605,753,"H5"
"700",2000,18.85002,54.62212,305,"H5/6"
"701",2000,18.90415,54.70378,96,"H4-6"
"702",2000,18.96287,54.75133,52,"L4/5"
"703",2000,18.95067,54.752,182,"LL5"
"704",2000,19.26183,54.74083,50,"L6"
"705",2000,19.00867,54.76962,308,"H6"
"706",2000,18.85395,54.64743,4180,"L6"
"707",2000,18.85807,54.6433,680.5,"LL6"
"708",2001,18.73953,54.19547,1150,"H5"
"709",2001,18.75495,54.19122,76.5,"L6"
"710",2001,18.73805,54.19367,243,"H3-5"
"711",2001,18.73048,54.18233,118.9,"L5/6"
"712",2001,18.74547,54.1939,72.2,"H5/6"
"713",2001,18.74372,54.20047,2132,"H4/5"
"714",2000,18.874,54.26817,913,"L4/5"
"715",2001,18.74065,54.1997,127.2,"H3"
"716",2001,18.74498,54.198,833,"L5"
"717",2001,18.74215,54.1942,2493.5,"H4/5"
"718",2001,18.73882,54.19487,257.8,"L6"
"719",2003,18.7221,54.46077,90,"Lunar (anorth)"
"720",2003,19.3281,54.77718,197,"Lunar (anorth)"
"721",2004,19.33057,54.79238,4.7,"L6"
"722",2004,19.33265,54.79373,3.4,"L~5"
"723",2004,18.15363,54.10562,470,"L~6"
"724",2000,18.7385,54.47817,2209,"L6"
"725",2000,18.43683,54.45483,1287,"H6"
"726",2004,19.091944,54.805556,316,"H4"
"727",2000,18.1575,54.09333,114,"L5"
"728",2004,18.14217,54.09683,702,"H3"
"729",2000,18.178,54.10467,201,"L6"
"730",2005,19.200667,54.908417,173,"LL6"
"731",2005,19.194833,54.918417,186,"Ureilite"
"732",2000,18.1915,54.1125,356,"L6"
"733",2005,19.223306,54.935778,3420,"H4"
"734",2005,19.229083,54.923111,661,"LL4"
"735",2005,19.274778,54.672972,356,"H5"
"736",2005,19.191694,54.639389,445,"LL6"
"737",2000,18.37933,54.2275,184,"L6"
"738",2005,19.191222,54.671556,328,"LL5"
"739",2005,19.190417,54.957194,426,"L4"
"740",2000,18.60833,54.55167,487,"H4"
"741",2005,18.741611,54.26175,952,"LL6"
"742",2005,18.751639,54.352361,108,"H4"
"743",2000,18.7435,54.5795,403,"L5"
"744",2005,19.226417,54.96725,60.8,"L4"
"745",2000,18.70117,54.19683,385,"H5"
"746",2005,19.218111,54.917417,501,"Ureilite"
"747",2005,18.741611,54.26175,849,"LL4"
"748",2005,18.86975,54.840111,732,"LL4"
"749",2000,18.7385,54.26783,598,"H6"
"750",2005,18.91444,54.345,115.2,"Lunar"
"751",2005,18.745694,54.267167,1812,"H5"
"752",2000,18.87633,54.476,586,"L5"
"753",2002,19.13667,54.56333,35,"H4"
"754",2003,19.34,54.74667,174,"L5"
"755",2004,18.85817,54.59933,14,"H6"
"756",2004,19.01677,54.36637,124,"H4"
"757",2004,19.0315,54.3735,650,"H5"
"758",2004,18.96077,54.37707,422,"L6"
"759",2004,18.92433,54.364,24,"L6"
"760",2000,18.97817,54.61667,240,"H4"
"761",2000,18.98267,54.62183,220,"L6"
"762",2000,18.9855,54.62467,1556,"L6"
"763",2003,18.23083,54.09,58,"H5"
"764",2003,18.20417,54.05667,93,"Acapulcoite"
"765",2004,18.76075,54.47285,81.4,"R3"
"766",2003,19.32675,54.77512,4.57,"Lunar (anorth)"
"767",2005,18.688528,54.326528,1040,"L5"
"768",2000,19.0145,54.60433,1159,"H6"
"769",2005,18.895667,54.343556,1088,"H4"
"770",2000,19.05933,54.546,63,"H6"
"771",2005,18.875861,54.472611,2510,"LL4"
"772",2000,18.98667,54.6005,2697,"Acapulcoite"
"773",2005,18.534528,54.167889,142,"L3.8"
"774",2005,18.56925,54.195389,1905,"LL6"
"775",2000,19.14367,54.83783,132,"LL6"
"776",2005,18.733472,54.515083,445.6,"LL6"
"777",2005,18.731389,54.509167,42,"Diogenite-pm"
"778",2000,19.29133,54.8345,1349,"H4"
"779",2005,18.682806,54.285778,1883,"LL4"
"780",2003,18.82852,54.63957,4999,"L7"
"781",2005,19.18067,54.41883,10,"CM2"
"782",2005,19.32681,54.76439,117,"H6"
"783",2005,18.25117,54.19822,1588,"L6"
"784",2000,19.285,54.71067,30,"H6"
"785",2005,18.27717,54.25547,4473,"H6"
"786",2005,18.21947,54.30514,140,"L6"
"787",2005,18.552,54.00217,582,"L5"
"788",2005,18.55392,54.01958,502,"L5"
"789",2005,18.532,54.03436,558,"L5/6"
"790",2002,19.3025,54.555,406,"Ureilite"
"791",2005,18.42632,54.42865,898,"Eucrite-pmict"
"792",2004,18.27833,54.285,43600,"H5"
"793",2004,18.63333,54.42167,37000,"L4"
"794",2000,19.29583,54.73183,1240,"L6"
"795",2004,18.57,54.42333,1211.3,"LL4"
"796",2001,18.31667,54.14667,66,"H3.9"
"797",2001,18.85167,54.66167,26,"H3.9"
"798",2001,18.84667,54.665,69,"H3.9"
"799",2003,19.39833,54.53,86,"L/LL5"
"800",2003,19.125,54.71833,30,"L/LL6"
"801",2002,18.16667,54.08333,48,"L5"
"802",2001,19.14,54.77,184,"H5"
"803",2002,19.11667,54.785,52,"H5"
"804",2002,19.13667,54.785,20,"H6"
"805",2000,19.1795,54.88733,206,"L5"
"806",2002,19.13833,54.65833,42,"H6"
"807",2005,18.91947,54.36237,23.9,"Howardite"
"808",2002,19.3025,54.555,404,"Ureilite"
"809",2005,18.6672,54.3662,85,"H5"
"810",2005,18.79508,54.15128,34,"H5"
"811",2004,18.34495,54.25875,104,"L4"
"812",2005,19.32865,54.53763,90,"H4"
"813",2004,18.72992,54.37463,192,"H5"
"814",2004,19.29105,54.5635,204,"H4"
"815",2000,19.136,54.82267,9680,"H5/6"
"816",2002,19.39333,54.595,76,"L5"
"817",2005,19.315,54.53,66,"H5"
"818",2002,19.105,54.84333,86,"L/LL4"
"819",2004,18.81833,54.455,154,"H6"
"820",2004,19.29667,54.56833,104,"H5"
"821",2001,19.15167,54.775,12,"L/LL5"
"822",2003,19.045,54.39333,30,"L/LL6"
"823",2001,18.42,54.10333,12,"L6"
"824",2000,19.15,54.58067,5010,"Ureilite"
"825",2000,19.072,54.65267,224,"L4"
"826",2000,19.049,54.583,868,"H6"
"827",2000,18.33233,54.2615,1495,"H4"
"828",2000,18.70117,54.29083,324,"L6"
"829",2000,19.30133,54.82367,236,"L6"
"830",2000,18.31133,54.36933,5640,"L6"
"831",2000,18.33767,54.45217,1815,"L6"
"832",2000,18.33583,54.512,3170,"L5"
"833",2003,19.195,54.59593,315.5,"L6"
"834",2001,19.19135,54.65545,42.03,"LL~6"
"835",2001,19.0823,54.77837,8.94,"L~6"
"836",2001,19.14362,54.8831,93.05,"L~5"
"837",2001,19.20305,54.78495,67.48,"L~6"
"838",2001,19.07152,54.77338,11.53,"L~6"
"839",2001,19.15545,54.71392,42.46,"L~6"
"840",2001,19.06712,54.77877,27.64,"L~6"
"841",2001,19.1422,54.88057,81.93,"L~5"
"842",2001,19.14145,54.8788,128.96,"L~5"
"843",2000,18.3575,54.3535,160,"LL4"
"844",2001,19.15895,54.70497,30.45,"L~6"
"845",2001,19.07285,54.77768,12.09,"L~5"
"846",2001,19.11375,54.82245,38.13,"L~6"
"847",2001,19.14068,54.67448,40.2,"L~6"
"848",2001,19.19477,54.65712,45.59,"L~6"
"849",2001,19.18973,54.6518,61.4,"L~5"
"850",2001,19.1112,54.61523,49.74,"L~6"
"851",2001,19.10735,54.61293,5.52,"L~5"
"852",2001,19.13882,54.87985,78.44,"L~6"
"853",2001,19.1382,54.67448,47.14,"L~6"
"854",2000,18.38233,54.23617,1835,"L4"
"855",2001,19.15535,54.71392,81.81,"L~5"
"856",2001,19.15725,54.71652,110.8,"H~5"
"857",2001,19.19607,54.88028,35.22,"H~5"
"858",2001,19.19707,54.6703,53.58,"L~6"
"859",2001,19.19335,54.66395,53.39,"H~6"
"860",2001,19.20077,54.78503,106.63,"H~6"
"861",2001,19.173,54.70407,42850,"H~5"
"862",2001,19.11285,54.81877,12.92,"Ureilite"
"863",2006,18.89067,54.33933,213,"Lunar"
"864",2006,18.53778,54.18778,89,"Eucrite-mmict"
"865",2000,18.412,54.16783,1785,"H5"
"866",2006,18.56944,54.24,134,"CK3"
"867",2006,18.58833,54.21806,189,"LL6"
"868",2006,19.28583,54.7375,76,"CR2"
"869",2006,18.43333,54.1,44790,"H5"
"870",2007,18.35675,54.02592,42,"CM-an"
"871",2007,18.24862,54.00363,11.7,"H5"
"872",2004,18.42333,54.42333,24.2,"Lunar"
"873",2003,18.92667,54.56667,324,"H5"
"874",2003,19.16667,54.67333,54,"L6"
"875",2003,18.58333,54.455,5132,"Eucrite-mmict"
"876",2000,18.41533,54.18233,630,"H5"
"877",2003,18.33833,54.205,30,"Eucrite-pmict"
"878",2003,18.436,54.48383,267.8,"Achondrite-ung"
"879",2005,19.29167,54.57333,106.5,"Lunar"
"880",2001,18.41667,54.425,36.7,"Lunar"
"881",2003,19.43697,54.70665,442,"LL5"
"882",2003,19.4514,54.6524,198.9,"H5"
"883",2002,18.61667,54.18333,49.4,"H~4"
"884",2002,19.35,54.8,3110,"L~6"
"885",2002,19.23,54.88,1959,"L/LL~6"
"886",2000,18.404,54.2415,666,"H5"
"887",2008,19.26397,54.72362,5.4,"LL~6"
"888",2008,19.21303,54.62077,570,"H~5"
"889",2008,19.01602,54.36783,163,"L~6"
"890",2008,18.99865,54.39382,402.4,"L/LL~5"
"891",2008,18.97655,54.40382,488.9,"LL5"
"892",2008,18.98797,54.41825,90.2,"H~5"
"893",2008,18.99842,54.41623,11.4,"H~5"
"894",2008,18.99225,54.41775,428,"L~5"
"895",2008,19.01882,54.37352,50.4,"H5"
"896",2000,18.34367,54.41567,8795,"L6"
"897",2008,19.0182,54.3723,40.5,"L~6"
"898",2008,19.01935,54.36903,44.7,"L~6"
"899",2008,18.34955,54.25013,400.8,"L~4"
"900",2008,18.45278,54.16155,23.6,"L/LL~4"
"901",2008,18.5689,54.16808,68.5,"H~5"
"902",2008,18.56905,54.17113,236.6,"L~6"
"903",2008,18.57128,54.17105,268,"L~6"
"904",2008,18.56615,54.15795,1305.1,"L~5"
"905",2008,18.56615,54.15795,65.6,"H~5"
"906",2008,18.56177,54.17217,110,"L~6"
"907",2000,18.43583,54.2355,200,"L4"
"908",2008,18.56672,54.16967,51.6,"H~5"
"909",2008,18.56668,54.16038,760,"H~5"
"910",2008,18.57433,54.14937,1064.1,"LL6"
"911",2008,18.60507,54.16885,131.2,"L/LL~6"
"912",2008,18.61057,54.17155,388.7,"L~6"
"913",2008,18.6031,54.17775,1039.2,"L~6"
"914",2008,18.98865,54.40313,28.9,"H3"
"915",2003,18.2025,54.05167,132,"H5/6"
"916",2000,18.32167,54.481,5432,"L6"
"917",2003,19.16612,54.67243,57.7,"Eucrite-pmict"
"918",2003,19.16563,54.66998,27.6,"Eucrite-pmict"
"919",2003,19.16617,54.6703,2.5,"Eucrite-pmict"
"920",2003,19.16797,54.6722,4.1,"Eucrite-pmict"
"921",2003,19.16693,54.67182,79.4,"Eucrite-pmict"
"922",2003,19.16525,54.67247,4.8,"Eucrite-pmict"
"923",2003,19.16813,54.67157,12.2,"Eucrite-pmict"
"924",2003,19.16593,54.67237,15.7,"Eucrite-pmict"
"925",2003,19.16833,54.67155,3.9,"Eucrite-pmict"
"926",2003,19.16168,54.67452,25.7,"Eucrite-pmict"
"927",2000,18.3165,54.31933,216,"L4"
"928",2008,18.79783,54.40437,309,"H5-6"
"929",2008,18.74325,54.3769,256,"L4-6"
"930",2008,18.77583,54.45433,510,"H3"
"931",2008,18.67378,54.45017,14000,"L6"
"932",2008,18.68517,54.44203,1400,"H4"
"933",2008,18.66703,54.43487,2300,"L4"
"934",2008,18.68712,54.42,1000,"LL(L)3"
"935",2008,18.73168,54.39702,1856,"L3-5"
"936",2009,19.25712,54.8987,54.8,"H~6"
"937",2009,19.25742,54.85812,68.3,"H~5"
"938",2000,19.24633,54.70667,356,"H4"
"939",2009,19.18258,54.5945,2448,"L~6"
"940",2009,18.80522,54.35308,10.6,"H~5"
"941",2009,18.8005,54.35133,17,"H~5"
"942",2009,18.72345,54.3155,16.9,"H~5"
"943",2009,18.2238,54.2463,208.2,"L~5"
"944",2009,18.15897,54.26892,222.2,"L~6"
"945",2009,18.1603,54.17717,362.2,"L~6"
"946",2009,18.68038,54.14722,2400,"L~6"
"947",2009,18.6213,54.43642,1645,"L~5"
"948",2009,18.62372,54.28792,48.7,"H~4"
"949",2000,19.10117,54.828,79,"LL5-6"
"950",2009,18.6345,54.27192,118.7,"L~6"
"951",2009,18.63988,54.248,17973,"L~5"
"952",2009,19.33766,54.53293,3782,"L5"
"953",2008,18.33861,54.38944,1749,"R3.6"
"954",2008,18.52533,54.61717,1450,"H6"
"955",2008,18.40867,54.59533,1134,"H5"
"956",2008,18.92633,54.41283,1064,"H5"
"957",2008,18.732,54.3845,450,"H4"
"958",2008,18.46117,54.36633,388,"Ureilite"
"959",2000,19.11083,54.81017,554,"H6"
"960",2008,18.6845,54.53967,1490,"H4"
"961",2008,18.40167,54.54717,1940,"L6"
"962",2008,18.67133,54.68167,625,"H6"
"963",2008,18.35167,54.24056,234,"L4"
"964",2008,18.51133,54.60783,4652,"H5"
"965",2008,18.77633,54.39633,6476,"H4"
"966",2008,19.56755,54.95415,71.1,"H4"
"967",2009,19.3895,54.467,42.6,"Lunar (feldsp. breccia)"
"968",2009,18.46883,54.17483,213.2,"Lunar (feldsp. breccia)"
"969",2006,18.205,54.29783,175,"H3.2"
"970",2000,19.11067,54.81633,1025,"H6"
"971",2006,18.21917,54.31533,2118,"H6"
"972",2006,18.21917,54.31533,2100,"L6"
"973",2006,19.0095,54.50217,487,"H4"
"974",2006,18.35117,54.532,341,"LL5"
"975",2006,18.18467,54.58917,3045,"H4"
"976",2006,18.515,54.1055,2008,"H6"
"977",2006,19.2195,54.92133,176,"H6"
"978",2006,18.52867,54.642,48,"L6"
"979",2006,18.87717,54.3675,231,"L3.7"
"980",2006,18.26667,54.425,1614,"H4"
"981",2000,19.1175,54.82683,1045,"H5"
"982",2006,18.63867,54.72383,2481,"H3.9"
"983",2006,18.6275,54.7425,398,"H6"
"984",2008,18.17417,54.28133,500,"L6"
"985",2008,18.222,54.31783,1734,"H4"
"986",2008,18.36367,54.56533,2808,"L4"
"987",2008,18.5745,54.59033,1013,"H4"
"988",2008,18.5345,54.64,119,"L5"
"989",2008,18.585,54.28,380,"H4"
"990",2008,18.647,54.1755,4070,"L6"
"991",2008,18.43033,54.23717,67,"LL3.4"
"992",2000,19.1275,54.77533,552,"L6"
"993",2008,18.59083,54.543,624,"H4"
"994",2008,18.63333,54.3475,451,"H6"
"995",2008,18.7645,54.32217,454,"L-melt breccia"
"996",2009,18.85033,54.3845,1006,"H4"
"997",2009,18.66667,54.15083,3954,"L5"
"998",2009,18.64717,54.52833,605,"H4"
"999",2009,18.72883,54.57717,1722,"H4"
"1000",2009,18.4605,54.658,432,"L6"
"1001",2009,18.39317,54.66433,11400,"L4"
"1002",2000,19.1465,54.64783,1780,"L5"
"1003",2004,18.926,54.39888,7550,"L6"
"1004",2004,18.45428,54.43658,70,"H5"
"1005",2004,18.69617,54.37,26,"H5"
"1006",2008,18.2735,54.21367,43000,"H5"
"1007",2008,18.24233,54.1065,605,"LL5-6"
"1008",2009,18.96217,54.18967,341,"L4"
"1009",2009,18.88333,54.68383,1460,"H4"
"1010",2005,18.64867,54.43083,345,"L6"
"1011",2000,19.08833,54.79267,5300,"H5"
"1012",2006,18.68783,54.41217,948,"H5"
"1013",2006,18.45333,54.16667,154,"Ureilite"
"1014",2009,18.53333,54.13333,2800,"Ureilite"
"1015",2010,18.51667,54.23333,7700,"L5"
"1016",2008,19.2872,54.63597,530,"H5"
"1017",2009,19.55387,54.03053,231.1,"H5"
"1018",2009,19.29528,54.89278,314.3,"L6"
"1019",2000,19.37306,54.7625,69.7,"H4"
"1020",2004,18.56783,54.42683,1503,"LL6"
"1021",2004,18.48683,54.35033,488,"H5"
"1022",2004,19.3695,54.53817,276,"L5"
"1023",2004,18.49767,54.33017,510,"H5"
"1024",2004,18.42083,54.428,194,"H5"
"1025",2004,18.78383,54.42017,256,"L5"
"1026",2004,19.17017,54.56867,78,"H5"
"1027",2004,19.05767,54.54567,36,"H5"
"1028",2004,18.99317,54.27933,1224,"L5"
"1029",2004,18.67267,54.42917,360,"H5"
"1030",2000,19.26444,54.81861,315.1,"L6"
"1031",2004,18.95167,54.28117,996,"H5"
"1032",2005,18.76433,54.387,556,"H5"
"1033",2004,18.918,54.35383,274,"H5"
"1034",2004,18.93583,54.3195,1254,"H5"
"1035",2004,18.9895,54.43417,176,"H6-melt breccia"
"1036",2004,19.323,54.53717,130,"L5"
"1037",2004,18.32117,54.1995,110,"H5-melt breccia"
"1038",2004,18.96133,54.3685,4558,"H5"
"1039",2004,18.55933,54.49467,766,"L6"
"1040",2004,18.88133,54.39867,240,"H5"
"1041",2000,19.25889,54.83833,653.8,"H3"
"1042",2003,19.185,54.631,1166,"L5"
"1043",2000,19.27139,54.84722,2506.1,"L4"
"1044",2003,19.13333,54.65267,1124,"H5"
"1045",2010,18.58333,54.13333,124,"CV3"
"1046",2009,18.69542,54.47425,8.6,"L5"
"1047",2009,18.72858,54.53281,12.5,"L5"
"1048",2009,19.35514,54.86961,129.8,"L5"
"1049",2007,18.67458,54.43995,6.18,"CM2"
"1050",2000,19.12944,54.36861,1967,"L6"
"1051",2009,18.4517,54.20653,890,"Ureilite"
"1052",2009,18.16358,54.27542,621,"H-melt rock"
"1053",2009,18.66975,54.21358,308.6,"H~4"
"1054",2006,18.3115,54.12833,223,"Eucrite-an"
"1055",2010,19.01075,54.53743,86.1,"Lunar (feldsp. breccia)"
"1056",2007,18.46,54.058,2.51,"Lunar (bas/anor)"
"1057",2000,19.14611,54.40111,208,"LL5"
"1058",2004,18.69667,54.37167,1357,"H5"
"1059",2004,18.712,54.40033,3770,"H5"
"1060",2004,18.57083,54.449,110,"L5"
"1061",2004,19.1425,54.76917,88,"H5"
"1062",2004,18.82583,54.4295,46,"H5"
"1063",2004,18.94267,54.319,330,"H5"
"1064",2004,18.4015,54.32383,1078,"L5"
"1065",2004,18.9665,54.28167,44,"H5"
"1066",2004,18.40617,54.31367,1248,"L5"
"1067",2004,18.977,54.37467,16,"L5"
"1068",2000,19.0275,54.68083,911,"H6"
"1069",2004,18.92283,54.57283,144,"H5"
"1070",2009,18.47203,54.1284,390,"CO3"
"1071",2009,18.92618,54.7253,1540,"H6"
"1072",2000,19.055,54.57889,92,"H6"
"1073",2000,19.0475,54.59194,97,"H6"
"1074",2010,18.425,54.158,3.3,"Lunar (feldsp. breccia)"
"1075",2000,19.05889,54.615,3636,"H6"
"1076",2010,18.317,54.202,49.2,"Martian (shergottite)"
"1077",2004,18.259,54.02947,168,"Eucrite-pmict"
"1078",2000,19.04056,54.58167,1452,"LL3/4"
"1079",2000,19.05139,54.56194,243.1,"H6"
"1080",2010,19.10978,54.81697,740,"H6"
"1081",2010,19.09578,54.80188,326,"H6"
"1082",2010,19.14333,54.65583,936,"H6"
"1083",2010,19.06252,54.55953,387,"H6"
"1084",2010,18.92783,54.60623,450,"H6"
"1085",2010,18.94895,54.68008,172,"H4"
"1086",2000,19.05389,54.56722,176.2,"H6"
"1087",2010,18.86622,54.67967,39000,"L6"
"1088",2010,18.52065,54.47985,984,"H5"
"1089",2010,18.72892,54.37255,537,"H6"
"1090",2010,19.11453,54.81357,193,"H6"
"1091",2010,18.91455,54.47293,128,"L6"
"1092",2010,19.03582,54.50745,319,"L6"
"1093",2010,19.01508,54.57903,589,"L6"
"1094",2010,18.87403,54.4807,463,"L6"
"1095",2010,18.99178,54.59548,124,"H5"
"1096",2010,18.61798,54.27775,800,"H6"
"1097",2010,18.65073,54.69992,295,"LL6"
"1098",2010,18.29658,54.14983,240,"L6"
"1099",2010,18.65147,54.69853,73,"L6"
"1100",2010,18.98073,54.6486,562,"L6"
"1101",2010,19.05502,54.54472,81,"H6"
"1102",2010,18.91025,54.63185,1540,"H5"
"1103",2010,19.08188,54.71472,211,"L3"
"1104",2010,19.13873,54.66188,75,"H6"
"1105",2010,18.97752,54.62923,461,"L6"
"1106",2000,19.06278,54.55944,67.3,"H6"
"1107",2010,19.12132,54.82375,168,"L6"
"1108",2010,18.95435,54.6369,238,"H5"
"1109",2010,19.08188,54.71472,25000,"H5"
"1110",2010,18.98955,54.68367,536,"H6"
"1111",2010,19.30085,54.83333,1768,"H4"
"1112",2000,19.06278,54.56,293.1,"H6"
"1113",2000,19.06389,54.56389,312.9,"H6"
"1114",2000,19.0625,54.55222,173,"H6"
"1115",2001,19.393,54.55417,580,"Howardite"
"1116",2000,19.06917,54.53472,312,"H4"
"1117",2000,19.06667,54.5325,21.5,"H6"
"1118",2000,19.09222,54.50389,233.9,"L6"
"1119",2000,18.92056,54.61639,193.3,"H5"
"1120",2000,18.92722,54.57972,271.5,"H5"
"1121",2000,18.92972,54.57139,238.9,"H5"
"1122",2000,18.93833,54.50133,255.1,"Eucrite-mmict"
"1123",2000,18.84722,54.47306,1606.3,"L5"
"1124",2000,18.85639,54.47528,66.6,"L6"
"1125",2000,18.87222,54.47861,516.2,"L6"
"1126",2000,18.88306,54.46583,146,"L6"
"1127",2000,18.85972,54.47056,3049.2,"L5"
"1128",2000,18.21167,54.14833,234,"H4"
"1129",2000,18.34167,54.195,120,"H3.8"
"1130",2000,18.38833,54.295,90,"H4"
"1131",2000,18.405,54.245,226,"H4"
"1132",2000,18.68667,54.41833,582,"H4"
